GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
105376824    1   20153076   20173980     51      13  185616       1.0033      0.15787
391013       1   20153991   20185194     77      21  185616       1.0518      0.14644
127733       1   20173302   20206048     89      23  185616     -0.43737      0.66908
127731       1   20280907   20370221    330      36  185616       1.5992     0.054892
55450        1   20472391   20496235     52      15  185616      0.35847         0.36
79594        1   20489448   20518181     80      19  185616      0.28408      0.38817
163933       1   20542439   20565020     97      21  185616       1.1938      0.11628
978          1   20578951   20628908    232      27  185616      0.78593      0.21596
65018        1   20623455   20661511    136      17  185616       1.4333     0.075889
1650         1   20641767   20671544    103      15  185616       1.5555     0.059912
57576        1   20651643   20728017    289      53  185616      0.97967      0.16362
400745       1   20709731   20742640    114      25  185616       0.3106      0.37805
50809        1   20732677   20797310    136      21  185616     -0.28728      0.61305
8672         1   20796292   21187320    834      37  185616     -0.52477      0.70013
1889         1   21207247   21355541    477      58  185616      0.67061      0.25124
84224        1   21425318   21494900    263      22  185616     -0.19111      0.57578
249          1   21498982   21588412    416      47  185616      0.42645      0.33489
5909         1   21586215   21679375    371      59  185616       1.8386     0.032985
84196        1   21668298   21793199    442      48  185616      0.98287      0.16284
401944       1   21802265   21835221    122      38  185616       1.5771     0.057391
3339         1   21812232   21947297    473      55  185616       4.0805    2.247e-05
23436        1   21966925   22008642    315      24  185616       3.6144   0.00015051
10136        1   21991656   22022542    159      22  185616       3.6713   0.00012065
998          1   22042627   22102943    193      33  185616       2.8006    0.0025501
54361        1   22107305   22153981    182      38  185616       2.8898    0.0019272
9923         1   22418838   22541157    249      43  185616      -0.5967      0.72465
2046         1   22553508   22613594    226      41  185616     -0.71195      0.76175
712          1   22626625   22649682     76      11  185616      -0.4768      0.68325
714          1   22633625   22658110     93      12  185616      -1.3737      0.91523
713          1   22643179   22671552     86      15  185616      -2.7404      0.99693
2048         1   22700770   22925330    600      87  185616     -0.95376       0.8299
646262       1   22943043   22982316    120      20  185616       1.2017      0.11473
729059       1   23000834   23025850     45      12  185616       1.3323     0.091385
23028        1   23009443   23093691    130      17  185616       1.9429     0.026013
7798         1   23074023   23187808    251      30  185616        1.861     0.031374
3352         1   23181895   23204729     89       9  185616       1.3677     0.085708
10236        1   23294688   23354650     85      19  185616       0.1089      0.45664
80818        1   23349448   23379864     75      12  185616      0.32816       0.3714
6920         1   23370909   23434779    166      30  185616     -0.45081      0.67394
55616        1   23418563   23494567    202      26  185616      0.51242      0.30418
1870         1   23495974   23541250     95      20  185616      0.48422      0.31412
3399         1   23547930   23569794     63      22  185616     -0.46718      0.67981
6135         1   23681779   23706425     52      12  185616      0.15034      0.44025
6924         1   23733366   23772059     58      28  185616    -0.062916      0.52508
57095        1   23768386   23798232     39      23  185616        1.723     0.042447
11313        1   23780785   23805539     25      13  185616        1.215      0.11218
2582         1   23785599   23810804     26       7  185616     0.080721      0.46783
3155         1   23791877   23835459     51       8  185616      -0.1408      0.55599
2517         1   23835077   23878369    126      10  185616     -0.89727      0.81521
1269         1   23863463   23923327    253      15  185616     -0.99895      0.84109
55629        1   23949811   23973462      6       3  185616    0.0053285      0.49787
10772        1   23954347   23990463      9       4  185616     -0.40245      0.65632
127294       1   24046041   24122175    296      34  185616       1.0478      0.14738
58985        1   24109771   24153285    153      32  185616      0.42826      0.33423
163702       1   24144157   24197275    211      33  185616     -0.14378      0.55716
57822        1   24309322   24374482    195      50  185616      -1.0258       0.8475
90529        1   24346999   24425497    237      31  185616     -0.99059      0.83906
57185        1   24403674   24482983    262      28  185616      -1.3419      0.91019
11123        1   24492351   24547020    172      24  185616      0.16327      0.43515
400746       1   24546076   24619328    328      39  185616      -0.1226      0.54879
10250        1   24633012   24683281     65      20  185616      0.14198      0.44355
25932        1   24735269   24854324    176      31  185616       1.5067     0.065949
864          1   24889511   24975157    268      44  185616      0.55669      0.28887
25949        1   25212276   25242522     35      20  185616       1.1466      0.12578
57035        1   25232249   25277915     65      30  185616      0.95763      0.16913
6007         1   25262393   25340445    107      32  185616      0.57739      0.28184
23585        1   25328298   25372361     65      17  185616     -0.18374      0.57289
6006         1   25350659   25440192    167      19  185616     -0.57755      0.71822
55219        1   25420858   25510209    161      13  185616     -0.75767      0.77567
26119        1   25533580   25601287    182      33  185616      -1.1958      0.88411
57134        1   25607468   25796207    440      50  185616      0.63828      0.26164
57190        1   25790176   25828222     98      12  185616       1.2345       0.1085
56181        1   25809906   25842942     83       9  185616         1.65     0.049471
79000        1   25821913   25869458    109       7  185616       1.5624     0.059094
164091       1   25851484   25886707     68      12  185616       1.8868     0.029597
3925         1   25874186   25916877     77      11  185616       2.1844     0.014468
5051         1   25949764   26008581    143      16  185616      0.29047      0.38573
2134         1   26011741   26046464     75      15  185616    0.0034389      0.49863
7780         1   26028022   26056138     67      12  185616    -0.011458      0.50457
105376910    1   26035895   26059057     61      10  185616     -0.02695      0.51075
84676        1   26041304   26077634    104      14  185616      0.57805      0.28161
149420       1   26101165   26135548     78       5  185616      0.48952      0.31224
79927        1   26149008   26172628     73      17  185616        1.349     0.088666
105376887    1   26155313   26179802     79      15  185616       1.8979     0.028855
51042        1   26159897   26180873     66      12  185616       2.0326     0.021048
10256        1   26167490   26199884    111      18  185616       2.1854     0.014431
378807       1   26180587   26212542    104      22  185616        1.661     0.048357
64793        1   26224153   26289038    213      20  185616     0.048355      0.48072
83442        1   26269722   26291522     87      13  185616     -0.05588      0.52228
91544        1   26272282   26328265    201      20  185616    -0.082934      0.53305
1043         1   26307920   26330523     88      15  185616     -0.09092      0.53622
55057        1   26311859   26364130    194      28  185616     -0.53331      0.70309
257101       1   26351632   26384533    135      23  185616     -0.24927      0.59842
79727        1   26400778   26439728     93      21  185616     -0.56313      0.71333
79947        1   26422282   26481306    110      23  185616     -0.52728        0.701
3151         1   26462411   26486642     52      15  185616      -1.0709       0.8579
6195         1   26519758   26585030    168      31  185616   -0.0035357      0.50141
101928728    1   26682063   26706405     32      11  185616       1.1142       0.1326
8289         1   26686031   26792110    168      20  185616       1.2669       0.1026
55650        1   26777963   26808403     39      15  185616      0.80998      0.20898
84243        1   26816710   26865720     82      18  185616     0.067358      0.47315
2810         1   26853142   26874456     35       9  185616      0.51314      0.30393
54707        1   26869382   26900378     55      11  185616      0.28574      0.38754
63906        1   26880488   26911065     48      11  185616       0.6475      0.25866
10726        1   26901128   26956871     87      18  185616      0.93044      0.17607
8431         1   26901484   26924076     42      10  185616      0.82386      0.20501
126695       1   26939556   26970484     41       9  185616       1.1888      0.11726
388610       1   26983667   27010886     39       9  185616      0.91314      0.18058
115572       1   26995020   27022842     36      14  185616      0.55081      0.29088
6548         1   27088809   27165130    115      20  185616     -0.61475      0.73064
23038        1   27224516   27318633    161      23  185616      0.64944      0.25803
84065        1   27312145   27346400     88      23  185616       1.1177      0.13185
84958        1   27331992   27363932     95      26  185616       1.5585     0.059554
9064         1   27345179   27378014     78      27  185616       1.9052     0.028378
8547         1   27359110   27384825     47      19  185616       1.7401     0.040925
388611       1   27369100   27393333     37      13  185616      0.59374      0.27634
2827         1   27382644   27405814     38      13  185616     -0.26923      0.60612
10163        1   27394226   27500187    193      23  185616     -0.11579      0.54609
27245        1   27524245   27614178    134      34  185616      -1.4172      0.92178
2268         1   27602289   27645561     86      19  185616     -0.95606      0.83048
2537         1   27656061   27682213     57      18  185616       -1.534      0.93748
199870       1   27715979   27772915    106       9  185616      -0.7838      0.78342
23673        1   27763183   27834452     90      14  185616      -1.8079      0.96469
5511         1   27820741   27861672     56      13  185616      0.27781      0.39058
9473         1   27862543   27896685    105      21  185616     0.094009      0.46255
6118         1   27881524   27924797    141      14  185616     -0.28648      0.61274
27293        1   27924948   27969157    175      24  185616     -0.75888      0.77604
55113        1   27949462   27978096     81      26  185616      0.83558       0.2017
2140         1   27960344   28098675    374      37  185616       1.3188      0.09361
5724         1   28137166   28203936    123      34  185616      0.63548      0.26256
22826        1   28190278   28243031    168      18  185616    -0.079938      0.53186
93974        1   28226091   28248105     74       9  185616      0.13183      0.44756
83667        1   28249452   28292491    125      23  185616       1.1637      0.12227
54797        1   28319002   28345967     52      14  185616       1.6587     0.048591
65979        1   28359582   28510369    491      16  185616       2.8115    0.0024655
1104         1   28495943   28549196    137      16  185616        3.308   0.00046984
54952        1   28543017   28588545     85      18  185616       1.7167     0.043014
115273       1   28582200   28604586     36      17  185616      0.15417      0.43874
6883         1   28593096   28653109    105      28  185616       1.1937       0.1163
10691        1   28658722   28725603    116      18  185616      0.37569      0.35357
105376911    1   28667907   28691528     39      12  185616     -0.14323      0.55695
51441        1   28726621   28779775     96      17  185616       1.2276       0.1098
4985         1   28802142   28873696    235      36  185616      0.48593      0.31351
2035         1   28877091   29130046    547      35  185616       2.1822     0.014548
399474       1   29109425   29139134     83      16  185616       2.4984    0.0062385
6429         1   29137738   29192125    128      25  185616       2.5579    0.0052646
51102        1   29157696   29240958    212      31  185616       2.6035    0.0046134
10076        1   29226516   29336813    306      42  185616       2.5805    0.0049325
4146         1   30701277   30733585    128      15  185616       1.9634     0.024799
7805         1   30722468   30767836    119      35  185616      0.42419      0.33571
9672         1   30859466   30919735    187      59  185616      0.73822      0.23019
9698         1   30921506   31075717    376      37  185616        2.587    0.0048405
79570        1   31169745   31249887    290      22  185616      0.57004      0.28432
9410         1   31249568   31306797    171      17  185616      -1.2815      0.89999
51538        1   31286982   31375722    234      19  185616      -1.0338      0.84938
2170         1   31350418   31383283     75      11  185616      -1.0685      0.85734
347735       1   31399565   31444680    183      23  185616    0.0047334      0.49811
64129        1   31566384   31597686     65      25  185616      -0.2604      0.60272
3061         1   31607689   31642519     64       9  185616      0.16395      0.43489
553115       1   31619862   31655237     70      12  185616      0.35043      0.36301
1307         1   31642247   31714167    168      35  185616    -0.097933      0.53901
576          1   31717105   31774063     87      25  185616      0.28636       0.3873
90853        1   31780422   31826051     99      25  185616      0.16315       0.4352
8073         1   31896421   31948387     87      25  185616     -0.58745      0.72155
10657        1   32003694   32070859     78      38  185616     -0.70549      0.75975
55116        1   32062031   32112866     85      17  185616     -0.99703      0.84063
23633        1   32098043   32186568    124      19  185616     -0.47675      0.68323
200081       1   32169695   32208285     60      15  185616     -0.87216      0.80844
79140        1   32190386   32215390     49      17  185616     -0.87989      0.81054
56063        1   32194806   32232353     73      19  185616     -0.63989      0.73888
55721        1   32195635   32218687     47      20  185616     -0.31568      0.62388
149069       1   32199094   32226196     57      18  185616     -0.60428      0.72717
8668         1   32211867   32241604     67      13  185616     0.087749      0.46504
84734        1   32237217   32258860     50      11  185616        -1.81      0.96486
3932         1   32241239   32296170     86      34  185616     -0.96227      0.83204
3065         1   32282107   32343628     63      40  185616     -0.73561      0.76902
65108        1   32323829   32346239     29      22  185616     -0.32949      0.62911
100128071    1   32351270   32372243     17      12  185616    -0.029683      0.51184
81629        1   32352261   32374325     17      12  185616    0.0056381      0.49775
55108        1   32354633   32404461     50      32  185616       1.1925      0.11654
728116       1   32455057   32497859     65      16  185616      0.52078      0.30126
653121       1   32529145   32615950    217      20  185616    -0.068264      0.52721
339487       1   32610820   32661013    153      14  185616      0.38724      0.34929
5928         1   32641148   32696211    160      11  185616      0.10042         0.46
81493        1   32669906   32712760    113      11  185616       0.3149      0.37642
57648        1   32731911   32784970     91      28  185616     -0.22784      0.59012
8565         1   32765239   32828032    118      18  185616      0.24214      0.40434
64766        1   32806767   32868879    105      22  185616     -0.22801      0.59018
252995       1   32852268   32882492     46      14  185616    -0.096078      0.53827
3208         1   32876087   32904646     52      22  185616      0.21955      0.41311
113452       1   32884595   32911435     45      16  185616      0.43029      0.33349
127544       1   32922498   32975266    120      18  185616      0.58869      0.27803
