GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
728661       1    1650025    1702804     23       2  85716      0.58461       0.2794
728642       1    1692730    1734352     33       6  85716       0.3626      0.35845
9906         1    1714838    1755999     59       7  85716     0.089241      0.46445
65220        1    1741232    1790514     81      10  85716      0.20393       0.4192
2782         1    1775285    1901117    150      16  85716      0.03591      0.48568
105378949    1    1875960    1903010     36       6  85716      0.22797      0.40984
163688       1    1903752    1927294     72       8  85716      0.57574       0.2824
339456       1    1907589    1929301     72       8  85716       0.6267      0.26543
85452        1    1911951    2013837    195      18  85716       0.4786      0.31611
2563         1    2009329    2040753     17       6  85716     0.089132      0.46449
5590         1    2040470    2195395    397      31  85716     -0.66614      0.74734
100506504    1    2171811    2194360     39      11  85716     -0.75889      0.77604
199990       1    2174460    2222720     97      22  85716      0.32586      0.37227
105378592    1    2198942    2225211     57      16  85716      0.90625       0.1824
6497         1    2218695    2320213    244      43  85716      0.54794      0.29187
105378594    1    2270383    2294676     76      23  85716      0.42971       0.3337
79906        1    2311253    2401751    331      44  85716      0.33668      0.36818
11079        1    2381314    2415444     89      21  85716      -1.8131      0.96509
5192         1    2394802    2423780     93      22  85716      -1.0001      0.84137
9651         1    2405782    2515530    327      48  85716     -0.13953      0.55549
55229        1    2498531    2536628     89      11  85716       1.2637      0.10317
388585       1    2518745    2540245     39       9  85716       0.8014      0.21145
8764         1    2546365    2575622     61       6  85716      0.15182      0.43967
127281       1    2576460    2601469     81       7  85716     -0.39403      0.65322
79258        1    2580639    2643042    187      11  85716     -0.50374      0.69278
100287898    1    2626988    2799665    113      12  85716     0.019668      0.49215
140625       1    3011482    3032903     43       5  85716     -0.54433      0.70689
63976        1    3058227    3448621   1207     155  85716        0.787      0.21564
27237        1    3444583    3491115    142      15  85716      0.25728      0.39848
1953         1    3477942    3634757    522      75  85716       0.1504      0.44023
127262       1    3614992    3640131     73      12  85716     -0.45655        0.676
49856        1    3620767    3660107     92      17  85716     -0.15766      0.56264
7161         1    3642565    3746201    297      47  85716      0.96844      0.16641
148870       1    3742398    3781645    133      23  85716       0.8765      0.19038
388588       1    3762761    3785982     96      13  85716      0.61819      0.26823
57470        1    3770220    3806504    149      20  85716      0.55016      0.29111
9731         1    3802081    3867387    356      19  85716      0.78804      0.21534
1677         1    3847143    3895429    251      31  85716      0.67334      0.25036
339448       1    3879133    3910293     96      13  85716      0.40318      0.34341
55966        1    4645045    4802534    632      82  85716       1.0441      0.14823
261734       1    5852808    6002505    384      21  85716      0.54183      0.29397
8514         1    5982298    6111193    318      51  85716      0.24214      0.40434
26038        1    6091787    6190134    281      32  85716     0.088565      0.46471
6146         1    6175020    6209619     64      10  85716     -0.51557      0.69692
388591       1    6195775    6231299     68      11  85716       0.3614       0.3589
23463        1    6211193    6245984     64      10  85716       0.4698      0.31925
390992       1    6234158    6255578     42       8  85716     -0.63678      0.73787
387509       1    6237346    6270990     83      11  85716     -0.34084      0.63339
11332        1    6254272    6403766    431      28  85716      0.22646      0.41042
54626        1    6405232    6434664     94      10  85716      0.90081      0.18384
83715        1    6414776    6470944    141      16  85716    0.0082423      0.49671
8718         1    6451151    6476195     46       9  85716      -1.4848       0.9312
57449        1    6456092    6530061    159      24  85716    -0.073147      0.52916
79707        1    6511347    6564598    136       4  85716      0.97723      0.16423
80835        1    6545278    6589757     84       7  85716      0.73357      0.23161
3104         1    6569991    6599280     47      14  85716      -0.8023      0.78881
9903         1    6580724    6612898     48      11  85716       -1.088       0.8617
148479       1    6603696    6634033     45       9  85716     -0.18568      0.57365
90326        1    6614865    6645586     62      11  85716     -0.42167      0.66337
55735        1    6624168    6711906    169      17  85716     -0.74306      0.77128
23261        1    6775324    7779706   2342     195  85716       1.3988      0.08094
9341         1    7761269    7791432     77      16  85716       0.0391      0.48441
8863         1    7774380    7855181    272      24  85716      0.27047       0.3934
10911        1    7837612    7923610    331      31  85716      -1.3398      0.90985
3604         1    7905871    7953165     88      13  85716     -0.33908      0.63273
11315        1    7951654    7995283     69       9  85716      0.93294      0.17542
54206        1    8001719    8036333     45       6  85716      0.83702      0.20129
50651        1    8308085    8354167    114      17  85716      0.97584      0.16457
473          1    8342404    8827691    608      26  85716     -0.37467      0.64605
2023         1    8851000    8889092     33       8  85716       0.5875      0.27843
765          1    8935785    8985092    150      36  85716     -0.99205      0.83941
155184       1    8950853    9036384    236      58  85716     -0.49184      0.68858
6518         1    9026943    9081704    127      17  85716      0.80406      0.21068
80045        1    9093391    9139170     93      13  85716       0.5362      0.29591
9563         1    9224776    9281337    177      26  85716     0.083479      0.46674
80176        1    9282882    9379532    306      55  85716      -1.3621      0.91342
84275        1    9529469    9592773     80       9  85716     -0.88007      0.81059
199953       1    9578853    9624877     50       6  85716      -1.3834      0.91673
5293         1    9619889    9739114    176      32  85716      0.29373      0.38448
22883        1    9719021    9834526    145      14  85716      0.87126      0.19181
56998        1    9838276    9920258     78      11  85716     -0.20385      0.58076
84328        1    9912110    9953402     70       9  85716     -0.69803      0.75742
64802        1    9932923    9995501     87      12  85716     -0.64023      0.73899
105376719    1    9986423   10008089     33       7  85716      -1.4383      0.92482
116362       1    9987197   10026020     44       8  85716     -0.69457      0.75634
10277        1   10022983   10191239    202      29  85716      0.93069      0.17601
23095        1   10200706   10391603    401      18  85716       1.3643     0.086244
5226         1   10388992   10430511    106      15  85716       2.1026     0.017749
378708       1   10420102   10452815     89      11  85716       2.1819      0.01456
100526739    1   10420102   10462003     96      11  85716       2.1296     0.016601
1325         1   10439719   10462003     33       6  85716      0.99962      0.15875
1676         1   10450531   10482556     40       8  85716       1.4123     0.078934
5195         1   10464946   10640758    358      28  85716        1.661     0.048361
54897        1   10626604   10806676    404      78  85716      0.44296       0.3289
148345       1   10936473   10992037    174      22  85716      0.85145      0.19726
23435        1   11002622   11035492     53       6  85716       1.5965     0.055188
10747        1   11016523   11057239     71       8  85716       1.7253     0.042239
6723         1   11044592   11070034     56       5  85716       1.4826     0.069093
5394         1   11056613   11109910    134       6  85716      0.87908      0.18968
2475         1   11096531   11272557    321       9  85716       1.3028     0.096321
10218        1   11179289   11205981     40       3  85716      0.93147      0.17581
29914        1   11263198   11306595     60       5  85716      0.28518      0.38775
57540        1   11469238   11547583    173      16  85716      0.03847      0.48466
26232        1   11638361   11664831     61      21  85716    -0.095397        0.538
93611        1   11644375   11673327     72      22  85716     -0.34214      0.63388
26270        1   11654093   11684354     85      18  85716     -0.76836      0.77886
10459        1   11664480   11701788    107      23  85716      0.34055      0.36672
374946       1   11676647   11730612    134      31  85716       0.4189      0.33765
57085        1   11725474   11760771     74      14  85716    -0.013148      0.50524
284498       1   11752183   11799585    132      16  85716       1.5955     0.055295
4524         1   11775730   11816103    153      10  85716       1.5505      0.06051
1185         1   11796096   11853144    212      15  85716       1.6676     0.047702
4878         1   11835709   11857783     61       9  85716       1.0516      0.14649
4879         1   11847464   11868935     32       8  85716       1.0345      0.15044
90231        1   11909588   11936428     89      14  85716       1.4733     0.070334
5351         1   11924667   11985542    140      15  85716     -0.10147      0.54041
9927         1   11970181   12023515    123      13  85716      0.18185      0.42785
60672        1   12009242   12042049     59      12  85716      0.23326      0.40778
943          1   12053330   12154207    210      43  85716       1.5939     0.055478
7133         1   12156949   12219222    165      24  85716     -0.61134      0.72951
55187        1   12220039   12522047    314      28  85716      0.59231      0.27682
9249         1   12557910   12628361    217      38  85716      -1.1202      0.86869
343066       1   12634547   12677086     87       8  85716      -1.0007      0.84151
126767       1   12706115   12738759     71      11  85716      0.43549       0.3316
93190        1   12736186   12771169     81      10  85716      0.22854      0.40961
390999       1   12753223   12787906     72      13  85716     -0.48644      0.68667
65121        1   12781397   12806628     66      10  85716      0.87032      0.19206
440560       1   12814380   12841410     49       7  85716     -0.15483      0.56152
343069       1   12837377   12858756    115       6  85716     -0.23911      0.59449
65122        1   12847086   12871909     92       6  85716     -0.17094      0.56786
400735       1   12869212   12896201     11       4  85716       1.2093      0.11327
343071       1   12882896   12908270      3       2  85716       1.4241     0.077209
645425       1   13400450   13431354      2       1  85716     -0.56146      0.71276
126755       1   13464977   13523781    197      38  85716      -1.0372      0.85017
10630        1   13573757   13627957    162      34  85716       1.2681      0.10238
7799         1   13690240   13835079    371      30  85716       1.6138     0.053291
23254        1   13883515   15128048   3900     328  85716        0.679      0.24857
55092        1   15142532   15230478    415      29  85716     0.032452      0.48706
727684       1   15154196   15181624     97      15  85716      0.14822      0.44108
114827       1   15226602   15410283    555      56  85716       2.7793    0.0027235
79180        1   15399895   15440343     91      27  85716       3.6365    0.0001382
11330        1   15428442   15459247     65      16  85716       1.2797      0.10032
63036        1   15446728   15482091     76      15  85716      0.22465      0.41113
51032        1   15466101   15501400     69      12  85716      0.53046      0.29789
842          1   15481401   15536529     86      10  85716      0.81969       0.2062
23341        1   15516813   15581733     74      14  85716       1.2284      0.10964
79814        1   15561699   15595110     74       8  85716       1.2247      0.11034
84301        1   15607458   15671057     39       8  85716      0.71762       0.2365
6248         1   15649869   15671722     12       3  85716       0.7943      0.21351
23207        1   15674267   15744769     91      13  85716      0.27816      0.39045
284723       1   15725088   15751392     19      10  85716      0.90964      0.18151
388595       1   15732492   15757797     19       7  85716      0.68913      0.24537
54751        1   15746171   15796589     73      18  85716      0.74671      0.22762
440567       1   15797162   15817699     90       9  85716       1.9001     0.028708
23013        1   15837864   15950455    179      21  85716       2.0058     0.022437
7709         1   15931869   15986132     85      14  85716       1.5602     0.059362
101928566    1   15966131   16007206    147      17  85716       1.3267     0.092303
149563       1   15994236   16016695    121      15  85716       1.0376      0.14972
27129        1   16004028   16028796    109      13  85716      0.50189      0.30787
1187         1   16011991   16044050    174      20  85716    -0.084913      0.53383
1188         1   16033736   16067326    203      25  85716    -0.027375      0.51092
348487       1   16047769   16083632    138      17  85716      0.48097      0.31527
1969         1   16114337   16166087     84      17  85716       1.5572     0.059716
128272       1   16187856   16222671     98       8  85716      0.54635      0.29241
101927546    1   16205907   16237036     60       8  85716       1.6465     0.049833
79363        1   16221687   16247452     41       6  85716       1.6986     0.044693
54455        1   16236840   16362491    214      13  85716       1.4899     0.068119
26099        1   16357030   16408148    111      12  85716       1.4666      0.07124
374955       1   16377117   16447842    158      24  85716      0.94028      0.17354
55707        1   16430672   16470090     95      14  85716      -1.3876      0.91738
102724970    1   16525773   16546956     16       5  85716      -1.6607      0.95161
100133301    1   16528724   16550035     10       4  85716      -1.5755      0.94243
55672        1   16552427   16623605      5       2  85716     -0.52304      0.69953
729574       1   16663003   16683512     14       5  85716     -0.54238      0.70622
102723383    1   16723807   16744539      3       1  85716      0.17569      0.43027
11223        1   16744634   16774480      3       2  85716     0.036281      0.48553
9696         1   16885707   16982979    191      24  85716     -0.36056      0.64079
4237         1   16964500   16991643     63      11  85716       1.0579      0.14506
23400        1   16975958   17021972     87      12  85716       1.3538     0.087895
6390         1   17008722   17064170    157      15  85716        1.548     0.060805
11240        1   17056761   17129453    278      17  85716       1.5063     0.065993
29943        1   17195123   17256006    220      48  85716     -0.12031      0.54788
51702        1   17239082   17294233    205      28  85716      -1.3481      0.91119
23569        1   17298195   17374004    385      30  85716      -1.5823      0.94321
353238       1   17362196   17411699    208      18  85716     -0.87497      0.80921
55920        1   17396755   17449754    120      13  85716     -0.76235      0.77707
55160        1   17510197   17707875    407      48  85716      0.13868      0.44485
81569        1   17702000   17837063    276      33  85716      0.58128      0.28052
84966        1   18097746   18388484    890     114  85716      -1.2434      0.89315
127707       1   18470930   18495999     94      14  85716      0.39554      0.34622
5081         1   18621006   18758866    294      63  85716     -0.30376      0.61935
80834        1   18829599   18869661    185      32  85716      0.34949      0.36336
8659         1   18861430   18912799    182      25  85716      0.52028      0.30144
126917       1   18894280   18966667    200      31  85716      0.55992      0.28777
23352        1   19064506   19220319    205      23  85716     -0.66728       0.7477
23065        1   19205664   19261559    155      20  85716     -0.57481      0.71729
51154        1   19241581   19270128    117      16  85716     -0.38302      0.64915
22977        1   19264325   19299346    118       8  85716      0.11189      0.45546
8574         1   19292708   19322146     81      18  85716    -0.073933      0.52947
54896        1   19302246   19342431    138      20  85716     -0.72968      0.76721
832          1   19328773   19495641    447      27  85716      -1.2926      0.90193
440574       1   19586977   19639821     98      15  85716     -0.99435      0.83997
100532736    1   19586977   19668456    182      30  85716     -0.46614      0.67944
4681         1   19633229   19668456    102      23  85716     0.089031      0.46453
3362         1   19655287   19690966     96      13  85716      0.66897      0.25176
255104       1   19672213   19810353    371      48  85716      0.59654      0.27541
54546        1   19804029   19825278     74      22  85716     -0.20501      0.58122
23252        1   19871702   19922945    104      19  85716       1.1348      0.12822
30814        1   19910307   19933617     61      13  85716       1.7011      0.04446
5320         1   19965431   19990439     75      16  85716       -1.157      0.87637
5322         1   20018339   20101901    195      26  85716      0.42943      0.33381
26279        1   20102650   20129566     68      20  85716      0.86965      0.19224
64600        1   20129326   20160386     65      24  85716      0.82987      0.20331
105376824    1   20153076   20173980     39       8  85716     0.079971      0.46813
391013       1   20153991   20185194     58      13  85716     -0.28265      0.61128
127733       1   20173302   20206048     60      11  85716      -1.2346      0.89152
127731       1   20280907   20370221    247      30  85716      0.99974      0.15872
55450        1   20472391   20496235     32       9  85716     -0.75228      0.77406
79594        1   20489448   20518181     50       9  85716      -1.4322      0.92396
163933       1   20542439   20565020     82      16  85716    -0.089357       0.5356
978          1   20578951   20628908    210      22  85716      0.39614        0.346
65018        1   20623455   20661511    122      13  85716     -0.29953      0.61773
1650         1   20641767   20671544     91      11  85716     -0.24067       0.5951
57576        1   20651643   20728017    242      47  85716      0.87007      0.19213
400745       1   20709731   20742640     92      17  85716      0.96958      0.16613
50809        1   20732677   20797310    104      12  85716      0.47325      0.31802
8672         1   20796292   21187320    621      20  85716      0.77897        0.218
1889         1   21207247   21355541    373      39  85716     0.032852       0.4869
84224        1   21425318   21494900    213      20  85716     -0.21725      0.58599
249          1   21498982   21588412    342      34  85716      0.30006      0.38207
5909         1   21586215   21679375    312      48  85716      0.98842      0.16147
84196        1   21668298   21793199    368      36  85716       1.3721     0.085024
401944       1   21802265   21835221    102      29  85716     -0.10639      0.54237
3339         1   21812232   21947297    378      37  85716       0.5953      0.27582
23436        1   21966925   22008642    271      20  85716      0.57775      0.28172
10136        1   21991656   22022542    121      18  85716      0.16467       0.4346
998          1   22042627   22102943    124      16  85716       1.0371      0.14985
54361        1   22107305   22153981    128      21  85716       1.2264      0.11002
9923         1   22418838   22541157    160      23  85716     -0.94159       0.8268
2046         1   22553508   22613594    144      26  85716      0.74841      0.22711
712          1   22626625   22649682     39       6  85716       -1.951      0.97447
714          1   22633625   22658110     58       8  85716      -1.0333      0.84927
713          1   22643179   22671552     66       9  85716     -0.95286      0.82967
2048         1   22700770   22925330    365      45  85716       1.4239     0.077244
646262       1   22943043   22982316     85      13  85716      0.15351        0.439
729059       1   23000834   23025850     31       6  85716      0.38331      0.35074
23028        1   23009443   23093691     90       8  85716      0.14608      0.44193
7798         1   23074023   23187808    124      15  85716     -0.36627      0.64292
3352         1   23181895   23204729     59       4  85716     -0.59158      0.72293
10236        1   23294688   23354650     48       7  85716     -0.46612      0.67943
80818        1   23349448   23379864     44       7  85716      -1.3847      0.91693
6920         1   23370909   23434779    135      21  85716      -1.1368      0.87219
55616        1   23418563   23494567    153      15  85716      -1.0895      0.86204
1870         1   23495974   23541250     81      15  85716      0.33436      0.36905
3399         1   23547930   23569794     40      12  85716    -0.089917      0.53582
6135         1   23681779   23706425     39       8  85716     0.040699      0.48377
6924         1   23733366   23772059     29       9  85716       1.4418     0.074673
57095        1   23768386   23798232     20       9  85716      0.40272      0.34358
11313        1   23780785   23805539     15       6  85716     -0.23828      0.59417
2582         1   23785599   23810804     18       4  85716      0.21154      0.41623
3155         1   23791877   23835459     40       5  85716       0.4155      0.33889
2517         1   23835077   23878369     99       6  85716      0.28899      0.38629
1269         1   23863463   23923327    201      15  85716     -0.69579      0.75672
55629        1   23949811   23973462      5       2  85716       0.5598      0.28781
10772        1   23954347   23990463      8       3  85716      0.59489      0.27596
127294       1   24046041   24122175    240      29  85716     -0.45875      0.67679
58985        1   24109771   24153285    119      20  85716     -0.21472      0.58501
163702       1   24144157   24197275    175      24  85716      0.14923      0.44069
57822        1   24309322   24374482    152      33  85716       1.5037     0.066333
90529        1   24346999   24425497    196      21  85716      0.85057      0.19751
57185        1   24403674   24482983    196      18  85716     -0.03354      0.51338
11123        1   24492351   24547020     98      12  85716      0.44266      0.32901
400746       1   24546076   24619328    269      28  85716       1.9345     0.026528
10250        1   24633012   24683281     43      10  85716      0.64087      0.26081
25932        1   24735269   24854324    106      11  85716      0.73859      0.23008
864          1   24889511   24975157    194      30  85716       2.6272     0.004305
25949        1   25212276   25242522     15       9  85716      0.51161      0.30446
57035        1   25232249   25277915     28      14  85716      0.78239      0.21699
6007         1   25262393   25340445     63      16  85716    -0.068217      0.52719
23585        1   25328298   25372361     29       7  85716     -0.31232       0.6226
6006         1   25350659   25440192     97       7  85716    -0.016737      0.50668
55219        1   25420858   25510209    108       4  85716     -0.28178      0.61094
26119        1   25533580   25601287     97      14  85716     -0.45682       0.6761
57134        1   25607468   25796207    259      26  85716      0.23975      0.40526
57190        1   25790176   25828222     75       7  85716      -1.1594      0.87686
56181        1   25809906   25842942     61       4  85716     -0.41074      0.65937
79000        1   25821913   25869458     84       3  85716     -0.63417      0.73701
164091       1   25851484   25886707     49       6  85716     -0.13428      0.55341
3925         1   25874186   25916877     56       6  85716      0.70723      0.23971
5051         1   25949764   26008581    104       9  85716      0.98843      0.16147
2134         1   26011741   26046464     51       8  85716       1.3478     0.088858
7780         1   26028022   26056138     47       5  85716      0.83589      0.20161
105376910    1   26035895   26059057     44       5  85716       1.0791      0.14027
84676        1   26041304   26077634     78       8  85716       2.0811     0.018713
149420       1   26101165   26135548     65       2  85716        2.256     0.012036
79927        1   26149008   26172628     61      12  85716       2.0507     0.020149
105376887    1   26155313   26179802     66      10  85716       1.6814     0.046346
51042        1   26159897   26180873     56       9  85716       1.7362     0.041263
10256        1   26167490   26199884     88      12  85716        1.431     0.076215
378807       1   26180587   26212542     80      14  85716      0.83799      0.20102
64793        1   26224153   26289038    147      13  85716    -0.060418      0.52409
83442        1   26269722   26291522     54       7  85716     -0.36487       0.6424
91544        1   26272282   26328265    138      12  85716      -0.2234      0.58839
1043         1   26307920   26330523     66      10  85716    -0.069328      0.52764
55057        1   26311859   26364130    161      21  85716     -0.43685      0.66889
257101       1   26351632   26384533    101      14  85716      -1.1596       0.8769
79727        1   26400778   26439728     64      12  85716       1.0231      0.15314
79947        1   26422282   26481306     72      14  85716      0.96645      0.16691
3151         1   26462411   26486642     39      11  85716       1.5533     0.060174
6195         1   26519758   26585030    107      16  85716       2.5705    0.0050769
101928728    1   26682063   26706405     22       6  85716      0.52435      0.30002
8289         1   26686031   26792110    112       9  85716      0.74779      0.22729
55650        1   26777963   26808403     22       6  85716      0.63346      0.26322
84243        1   26816710   26865720     48       7  85716      0.53375      0.29676
2810         1   26853142   26874456     24       4  85716      0.02024      0.49193
54707        1   26869382   26900378     38       6  85716       0.7825      0.21696
63906        1   26880488   26911065     35       6  85716       1.0532      0.14612
10726        1   26901128   26956871     58       9  85716      0.95734       0.1692
8431         1   26901484   26924076     30       5  85716       1.1597      0.12309
126695       1   26939556   26970484     22       3  85716      0.74434      0.22834
388610       1   26983667   27010886     31       6  85716      0.03336      0.48669
115572       1   26995020   27022842     23       7  85716      0.11466      0.45436
6548         1   27088809   27165130     70       7  85716     -0.80217      0.78877
23038        1   27224516   27318633    121      13  85716     -0.74681      0.77241
84065        1   27312145   27346400     63      13  85716     -0.89573       0.8148
84958        1   27331992   27363932     67      15  85716      -1.0802      0.85998
9064         1   27345179   27378014     49      13  85716     -0.45732      0.67628
8547         1   27359110   27384825     26       8  85716      0.36561      0.35733
388611       1   27369100   27393333     19       4  85716      0.54681      0.29226
2827         1   27382644   27405814     20       4  85716     -0.71142      0.76159
10163        1   27394226   27500187    121       8  85716     -0.42592      0.66492
27245        1   27524245   27614178     79      13  85716      0.97808      0.16402
2268         1   27602289   27645561     68      13  85716      0.88391      0.18837
2537         1   27656061   27682213     34       8  85716      0.20295      0.41959
199870       1   27715979   27772915     79       4  85716       1.0936      0.13707
23673        1   27763183   27834452     63       6  85716       1.3872     0.082686
5511         1   27820741   27861672     36       5  85716       1.1426      0.12661
9473         1   27862543   27896685     79      13  85716       -1.088      0.86171
6118         1   27881524   27924797    116      10  85716      -1.4128      0.92115
27293        1   27924948   27969157    107      13  85716     -0.62582      0.73428
55113        1   27949462   27978096     47      14  85716      0.49321      0.31093
2140         1   27960344   28098675    233      26  85716      0.36724      0.35672
5724         1   28137166   28203936     71      13  85716      0.86678      0.19303
22826        1   28190278   28243031    132      10  85716       1.2336      0.10868
93974        1   28226091   28248105     61       5  85716       1.4047     0.080053
83667        1   28249452   28292491     84      11  85716       1.1368       0.1278
54797        1   28319002   28345967     34       7  85716       1.0017      0.15825
65979        1   28359582   28510369    411      10  85716     0.049372      0.48031
1104         1   28495943   28549196    102       8  85716     -0.26412      0.60415
54952        1   28543017   28588545     67      12  85716      0.16051      0.43624
115273       1   28582200   28604586     25       9  85716     -0.49674      0.69032
6883         1   28593096   28653109     65      12  85716     -0.32776      0.62845
10691        1   28658722   28725603     79       8  85716       1.7047     0.044127
105376911    1   28667907   28691528     25       6  85716       1.6942     0.045115
51441        1   28726621   28779775     66       8  85716       1.4039     0.080181
4985         1   28802142   28873696    181      23  85716      0.69835      0.24248
2035         1   28877091   29130046    428      26  85716       0.7669      0.22157
399474       1   29109425   29139134     67      11  85716       0.8036      0.21081
6429         1   29137738   29192125    100      16  85716       1.1394      0.12726
51102        1   29157696   29240958    173      21  85716      0.91287      0.18066
10076        1   29226516   29336813    235      34  85716      0.94155      0.17321
4146         1   30701277   30733585    117      12  85716      0.64011      0.26105
7805         1   30722468   30767836    102      27  85716      0.87053      0.19201
9672         1   30859466   30919735    130      38  85716     0.099012      0.46056
9698         1   30921506   31075717    247      21  85716       1.3914     0.082053
79570        1   31169745   31249887    231      18  85716    -0.027956      0.51115
9410         1   31249568   31306797    120       8  85716      0.12795      0.44909
51538        1   31286982   31375722    186      11  85716      0.23787      0.40599
2170         1   31350418   31383283     62       8  85716      0.25307      0.40011
347735       1   31399565   31444680    129      11  85716    0.0036445      0.49855
64129        1   31566384   31597686     43      15  85716      0.71274        0.238
3061         1   31607689   31642519     47       4  85716     -0.32322      0.62674
553115       1   31619862   31655237     47       5  85716     -0.22569      0.58928
1307         1   31642247   31714167    112      18  85716      -1.3953      0.91854
576          1   31717105   31774063     42       9  85716     -0.23404      0.59252
90853        1   31780422   31826051     79      17  85716     -0.21647      0.58569
8073         1   31896421   31948387     51      11  85716      -1.0519      0.85359
10657        1   32003694   32070859     28      15  85716      -1.4618      0.92811
55116        1   32062031   32112866     56       7  85716      0.41754      0.33814
23633        1   32098043   32186568     86       9  85716      0.60919       0.2712
200081       1   32169695   32208285     42       8  85716      0.39531      0.34631
79140        1   32190386   32215390     29       7  85716   -0.0061998      0.50247
56063        1   32194806   32232353     45       8  85716       0.2046      0.41894
55721        1   32195635   32218687     28       9  85716      0.22476      0.41108
149069       1   32199094   32226196     34       7  85716      0.28649      0.38725
8668         1   32211867   32241604     42       5  85716       0.2915      0.38533
84734        1   32237217   32258860     35       5  85716     -0.59431      0.72385
3932         1   32241239   32296170     52      15  85716     -0.87605       0.8095
3065         1   32282107   32343628     28      14  85716     -0.87898      0.81029
65108        1   32323829   32346239      9       6  85716      -1.0907      0.86231
100128071    1   32351270   32372243     12       8  85716      -1.1122      0.86697
81629        1   32352261   32374325     13       8  85716      -1.3071      0.90442
55108        1   32354633   32404461     27      15  85716      -1.1264      0.87001
728116       1   32455057   32497859     44       8  85716      0.28745      0.38689
653121       1   32529145   32615950    168      11  85716     -0.88216      0.81116
339487       1   32610820   32661013    107       6  85716      0.14541      0.44219
5928         1   32641148   32696211    117       5  85716    -0.093329      0.53718
81493        1   32669906   32712760     81       5  85716     -0.70097      0.75834
57648        1   32731911   32784970     70      17  85716      0.97838      0.16394
8565         1   32765239   32828032     88      10  85716     -0.60658      0.72794
64766        1   32806767   32868879     72      11  85716     -0.38313      0.64919
252995       1   32852268   32882492     35       9  85716      0.23102      0.40865
3208         1   32876087   32904646     31      11  85716     -0.56946      0.71548
113452       1   32884595   32911435     20       6  85716      -1.1483      0.87457
127544       1   32922498   32975266     88      10  85716      -1.2842      0.90047
204          1   32997940   33046911     62       6  85716      0.75344      0.22559
113451       1   33071110   33188892    167      12  85716     -0.53964      0.70528
55223        1   33135399   33192070     94       6  85716     -0.50636       0.6937
149076       1   33246307   33310720     98      14  85716      0.71886      0.23611
127550       1   33296766   33331098     80      13  85716       1.2396      0.10757
1912         1   33313623   33440610    313      19  85716       1.5371     0.062134
7579         1   33462631   33510693     91      10  85716     -0.49414       0.6894
114784       1   33503999   34175842   1543     143  85716     -0.78107      0.78262
127540       1   33850475   33874791     22      10  85716     -0.75313      0.77431
84970        1   34156883   34229131    172      26  85716       1.2787       0.1005
2709         1   34745046   34768512     75      15  85716       1.0393      0.14933
