GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
5320         1   19965431   19990439     82      18  222078     -0.59775        0.725
5322         1   20018339   20101901    221      28  222078       0.5745      0.28282
26279        1   20102650   20129566     67      20  222078     -0.27278      0.60749
64600        1   20129326   20160386     69      26  222078      0.22674      0.41031
105376824    1   20153076   20173980     44      10  222078     0.037087      0.48521
391013       1   20153991   20185194     66      17  222078      0.22594      0.41062
127733       1   20173302   20206048     62      14  222078    0.0029659      0.49882
127731       1   20280907   20370221    260      25  222078     -0.35467      0.63858
55450        1   20472391   20496235     37      10  222078    -0.082566       0.5329
79594        1   20489448   20518181     62      14  222078     -0.19962      0.57911
163933       1   20542439   20565020     81      16  222078     0.049948      0.48008
978          1   20578951   20628908    215      23  222078       0.9801      0.16352
65018        1   20623455   20661511    128      15  222078      0.60636      0.27214
1650         1   20641767   20671544     93      13  222078       0.8865      0.18768
57576        1   20651643   20728017    242      49  222078       1.1094      0.13363
400745       1   20709731   20742640     90      17  222078   0.00016108      0.49994
50809        1   20732677   20797310    111      14  222078     0.029549      0.48821
8672         1   20796292   21187320    639      22  222078     0.039071      0.48442
1889         1   21207247   21355541    377      42  222078      0.78417      0.21647
84224        1   21425318   21494900    217      21  222078       1.9841     0.023623
249          1   21498982   21588412    344      35  222078       1.0729      0.14166
5909         1   21586215   21679375    320      48  222078       1.1313      0.12896
84196        1   21668298   21793199    345      34  222078       -1.203      0.88552
401944       1   21802265   21835221    103      30  222078      -1.1094      0.86637
3339         1   21812232   21947297    397      38  222078       -1.017      0.84542
23436        1   21966925   22008642    270      18  222078     -0.64612       0.7409
10136        1   21991656   22022542    140      17  222078      -1.6545      0.95099
998          1   22042627   22102943    132      18  222078     -0.17339      0.56883
54361        1   22107305   22153981    126      21  222078    -0.070548      0.52812
9923         1   22418838   22541157    180      24  222078     -0.35053      0.63703
2046         1   22553508   22613594    184      31  222078     -0.17076      0.56779
712          1   22626625   22649682     67       8  222078       1.3285     0.092007
714          1   22633625   22658110     81       9  222078       1.7723     0.038169
713          1   22643179   22671552     77      11  222078        2.224     0.013076
2048         1   22700770   22925330    426      54  222078        2.345    0.0095147
646262       1   22943043   22982316    106      16  222078    -0.057546      0.52294
729059       1   23000834   23025850     30       6  222078      0.59267       0.2767
23028        1   23009443   23093691    109      12  222078      0.28056      0.38952
7798         1   23074023   23187808    192      18  222078      0.79783      0.21248
3352         1   23181895   23204729     73       6  222078       1.0577       0.1451
10236        1   23294688   23354650     56       9  222078      0.94745       0.1717
80818        1   23349448   23379864     62       9  222078       1.4751     0.070097
6920         1   23370909   23434779    118      25  222078       2.1763     0.014765
55616        1   23418563   23494567    144      14  222078       1.3925     0.081883
1870         1   23495974   23541250     83      16  222078       1.0991      0.13587
3399         1   23547930   23569794     45      14  222078     -0.10752      0.54281
6135         1   23681779   23706425     44       9  222078       0.6295      0.26451
6924         1   23733366   23772059     36      13  222078       1.1827      0.11846
57095        1   23768386   23798232     20      10  222078      0.84989      0.19769
11313        1   23780785   23805539     17       8  222078      0.57902      0.28129
2582         1   23785599   23810804     21       5  222078       1.1054      0.13449
3155         1   23791877   23835459     45       7  222078       1.2633      0.10325
2517         1   23835077   23878369    108       6  222078       1.6264     0.051931
1269         1   23863463   23923327    231      16  222078      0.78765      0.21545
55629        1   23949811   23973462     10       3  222078     -0.88804      0.81274
10772        1   23954347   23990463     16       4  222078      -1.1641       0.8778
127294       1   24046041   24122175    249      33  222078      0.39035      0.34814
58985        1   24109771   24153285    120      21  222078       1.8034     0.035665
163702       1   24144157   24197275    156      24  222078       1.3716     0.085098
57822        1   24309322   24374482    139      32  222078     0.056819      0.47734
90529        1   24346999   24425497    174      18  222078     -0.18795      0.57454
57185        1   24403674   24482983    189      18  222078      0.38149      0.35142
11123        1   24492351   24547020    125      15  222078      0.23325      0.40778
400746       1   24546076   24619328    248      34  222078      0.50503      0.30677
10250        1   24633012   24683281     25      10  222078      0.31076      0.37799
25932        1   24735269   24854324    105      13  222078      -1.3067      0.90434
864          1   24889511   24975157    212      36  222078       1.9588     0.025069
25949        1   25212276   25242522     17      10  222078       3.1777   0.00074232
57035        1   25232249   25277915     28      14  222078        1.927     0.026992
6007         1   25262393   25340445      3       2  222078     -0.13924      0.55537
23585        1   25328298   25372361     27       8  222078        1.312     0.094767
6006         1   25350659   25440192    115       9  222078      0.58178      0.28036
55219        1   25420858   25510209    120       6  222078      0.22586      0.41065
26119        1   25533580   25601287    156      26  222078       2.1375     0.016277
57134        1   25607468   25796207    374      37  222078        2.267     0.011694
57190        1   25790176   25828222     83       8  222078         1.27      0.10204
56181        1   25809906   25842942     65       5  222078       1.2164      0.11191
79000        1   25821913   25869458     80       3  222078        1.175         0.12
164091       1   25851484   25886707     45       6  222078       1.2518      0.10532
3925         1   25874186   25916877     61       7  222078      0.98763      0.16167
5051         1   25949764   26008581    120      11  222078       1.8844     0.029756
2134         1   26011741   26046464     59      10  222078       1.6766     0.046808
7780         1   26028022   26056138     52       7  222078      0.63186      0.26374
105376910    1   26035895   26059057     47       6  222078      0.58901      0.27793
84676        1   26041304   26077634     90      11  222078      0.14359      0.44291
149420       1   26101165   26135548     67       3  222078     0.098185      0.46089
79927        1   26149008   26172628     60      12  222078     -0.71198      0.76176
105376887    1   26155313   26179802     66      11  222078     -0.77379      0.78047
51042        1   26159897   26180873     56       9  222078     -0.66187      0.74597
10256        1   26167490   26199884     87      13  222078    -0.096017      0.53825
378807       1   26180587   26212542     88      19  222078      0.63549      0.26256
64793        1   26224153   26289038    176      15  222078      -1.3689      0.91448
83442        1   26269722   26291522     70       9  222078      -1.6628      0.95182
91544        1   26272282   26328265    163      14  222078      -1.5441      0.93872
1043         1   26307920   26330523     71      10  222078     -0.76602      0.77817
55057        1   26311859   26364130    158      20  222078       0.4702       0.3191
257101       1   26351632   26384533    110      16  222078       1.8205     0.034345
79727        1   26400778   26439728     76      17  222078      -2.3004      0.98929
79947        1   26422282   26481306     96      19  222078      -1.5538      0.93988
3151         1   26462411   26486642     43      11  222078       -1.117      0.86799
6195         1   26519758   26585030    129      19  222078      -1.1738      0.87977
101928728    1   26682063   26706405     24       6  222078       3.4079   0.00032737
8289         1   26686031   26792110    122      11  222078       3.4835   0.00024745
55650        1   26777963   26808403     28       8  222078       3.5432   0.00019765
84243        1   26816710   26865720     60      11  222078       3.8685   5.4759e-05
2810         1   26853142   26874456     28       7  222078       3.9638   3.6876e-05
54707        1   26869382   26900378     42       9  222078        3.806   7.0608e-05
63906        1   26880488   26911065     39       9  222078       4.0739   2.3116e-05
10726        1   26901128   26956871     73      13  222078       4.0754   2.2965e-05
8431         1   26901484   26924076     36       7  222078       4.1533   1.6383e-05
126695       1   26939556   26970484     30       5  222078       3.5586   0.00018645
388610       1   26983667   27010886     24       4  222078       1.8607     0.031395
115572       1   26995020   27022842     19       6  222078       1.8088     0.035241
6548         1   27088809   27165130     79       9  222078      0.77267      0.21986
23038        1   27224516   27318633     96      15  222078      0.96617      0.16698
84065        1   27312145   27346400     56      13  222078      0.77833      0.21819
84958        1   27331992   27363932     60      14  222078       1.5952     0.055339
9064         1   27345179   27378014     45      14  222078       2.2692     0.011627
8547         1   27359110   27384825     27       9  222078       2.2363     0.012665
388611       1   27369100   27393333     19       4  222078      0.37626      0.35336
2827         1   27382644   27405814     24       6  222078     -0.52136      0.69894
10163        1   27394226   27500187    143      12  222078     -0.08828      0.53517
27245        1   27524245   27614178     61      17  222078     -0.86773      0.80723
2268         1   27602289   27645561     34      19  222078     -0.43686      0.66889
2537         1   27656061   27682213     15       8  222078     -0.38204      0.64879
199870       1   27715979   27772915     18      12  222078      0.19983      0.42081
23673        1   27763183   27834452     26      16  222078      0.31643      0.37584
5511         1   27820741   27861672     20      13  222078      0.30014      0.38204
9473         1   27862543   27896685     76      13  222078      0.75687      0.22456
6118         1   27881524   27924797    109       9  222078      0.66107      0.25428
27293        1   27924948   27969157    136      14  222078     -0.65841      0.74486
55113        1   27949462   27978096     57      15  222078     -0.44671      0.67246
2140         1   27960344   28098675    253      21  222078      0.21998      0.41295
5724         1   28137166   28203936     81      19  222078      0.98196      0.16306
22826        1   28190278   28243031    122      10  222078       0.5286      0.29854
93974        1   28226091   28248105     61       5  222078      0.70002      0.24196
83667        1   28249452   28292491     84      12  222078      -1.8794       0.9699
54797        1   28319002   28345967     40       9  222078     -0.42259       0.6637
65979        1   28359582   28510369    403      10  222078     -0.78004      0.78232
1104         1   28495943   28549196    103      10  222078     -0.80225       0.7888
54952        1   28543017   28588545     65      12  222078       -1.204      0.88571
115273       1   28582200   28604586     28      11  222078      -1.2869      0.90094
6883         1   28593096   28653109     69      15  222078     -0.79126      0.78561
10691        1   28658722   28725603     84      10  222078      0.49756       0.3094
105376911    1   28667907   28691528     25       6  222078    -0.061171      0.52439
51441        1   28726621   28779775     69       9  222078       1.0932      0.13716
4985         1   28802142   28873696    187      25  222078      0.40626      0.34227
2035         1   28877091   29130046    393      27  222078      -1.0144      0.84482
399474       1   29109425   29139134     68      11  222078     -0.90961      0.81849
6429         1   29137738   29192125     99      18  222078      -1.3534      0.91203
51102        1   29157696   29240958    154      19  222078      -1.2224      0.88922
10076        1   29226516   29336813    235      34  222078       -1.635      0.94897
4146         1   30701277   30733585    120      13  222078     -0.40118      0.65586
7805         1   30722468   30767836    121      34  222078      0.75424      0.22535
9672         1   30859466   30919735    134      37  222078     0.011617      0.49537
9698         1   30921506   31075717    258      19  222078       1.0331      0.15077
79570        1   31169745   31249887    227      18  222078      0.62247      0.26682
9410         1   31249568   31306797    139      11  222078       1.2047      0.11416
51538        1   31286982   31375722    195      13  222078       1.2171      0.11178
2170         1   31350418   31383283     64       9  222078      0.59916      0.27453
347735       1   31399565   31444680    140      13  222078      0.88723      0.18748
64129        1   31566384   31597686     45      16  222078       2.6149     0.004463
3061         1   31607689   31642519     55       6  222078       2.3586    0.0091714
553115       1   31619862   31655237     60       8  222078       2.3631    0.0090618
1307         1   31642247   31714167    129      23  222078       2.5449     0.005465
576          1   31717105   31774063     50      12  222078      0.45779      0.32355
90853        1   31780422   31826051     73      15  222078       1.2384      0.10779
8073         1   31896421   31948387     59      13  222078       0.8275      0.20398
10657        1   32003694   32070859     52      22  222078       1.6894     0.045574
55116        1   32062031   32112866     58       9  222078     -0.88845      0.81285
23633        1   32098043   32186568     98      12  222078      -1.5208      0.93584
200081       1   32169695   32208285     46       9  222078     -0.22681      0.58971
79140        1   32190386   32215390     39      12  222078     0.002035      0.49919
56063        1   32194806   32232353     51      10  222078     -0.33233      0.63018
55721        1   32195635   32218687     34      13  222078     0.021834      0.49129
149069       1   32199094   32226196     39      10  222078     -0.63437      0.73708
8668         1   32211867   32241604     43       6  222078     -0.30196      0.61866
84734        1   32237217   32258860     39       8  222078     -0.39483      0.65352
3932         1   32241239   32296170     58      20  222078      0.40663      0.34214
3065         1   32282107   32343628     29      16  222078        1.153      0.12446
65108        1   32323829   32346239      9       6  222078      0.32339       0.3732
100128071    1   32351270   32372243     12       8  222078      0.73905      0.22994
81629        1   32352261   32374325     12       8  222078      0.71774      0.23646
55108        1   32354633   32404461     29      18  222078       1.1688      0.12124
728116       1   32455057   32497859     64      12  222078      0.17382        0.431
653121       1   32529145   32615950    204      17  222078      0.12722      0.44938
339487       1   32610820   32661013    104       7  222078      -1.9188       0.9725
5928         1   32641148   32696211    126       7  222078      -2.0081      0.97769
81493        1   32669906   32712760     95       7  222078      -1.7048      0.95588
57648        1   32731911   32784970     74      19  222078       1.1027      0.13508
8565         1   32765239   32828032     93      12  222078       1.8005     0.035891
64766        1   32806767   32868879     79      14  222078       1.9865     0.023487
252995       1   32852268   32882492     44      13  222078       2.0708      0.01919
3208         1   32876087   32904646     33      14  222078       1.9828     0.023694
113452       1   32884595   32911435     20       7  222078       1.8573     0.031631
