GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
5192         1    2394802    2423780     96      23  726828        2.901      0.00186
9651         1    2405782    2515530    409      64  726828       1.9801     0.023845
55229        1    2498531    2536628    107      16  726828      0.49902      0.30888
388585       1    2518745    2540245     63      16  726828      0.42052      0.33705
8764         1    2546365    2575622     79      10  726828       1.6106     0.053637
127281       1    2576460    2601469     91       9  726828       1.4068     0.079737
79258        1    2580639    2643042    212      14  726828       1.4208     0.077688
100287898    1    2626988    2799665    357      22  726828       1.5731     0.057849
140625       1    3011482    3032903     74      13  726828      -2.1516      0.98428
63976        1    3058227    3448621   1698     188  726828      0.51369      0.30373
27237        1    3444583    3491115    161      19  726828         1.71     0.043635
1953         1    3477942    3634757    637     100  726828       3.3833   0.00035806
127262       1    3614992    3640131     84      16  726828      0.88722      0.18748
49856        1    3620767    3660107    118      25  726828        1.181      0.11881
7161         1    3642565    3746201    374      66  726828       1.4466        0.074
148870       1    3742398    3781645    159      30  726828     0.030995      0.48764
388588       1    3762761    3785982    118      19  726828      -1.0521      0.85361
57470        1    3770220    3806504    184      26  726828     -0.73831      0.76984
9731         1    3802081    3867387    398      22  726828     -0.19298      0.57651
1677         1    3847143    3895429    310      37  726828    -0.025749      0.51027
339448       1    3879133    3910293    148      22  726828      0.52735      0.29898
55966        1    4645045    4802534    705      93  726828     -0.58131      0.71948
261734       1    5852808    6002505    448      25  726828      -0.2504      0.59886
8514         1    5982298    6111193    384      61  726828     -0.92224       0.8218
26038        1    6091787    6190134    315      33  726828     0.069704      0.47221
6146         1    6175020    6209619     67      11  726828       1.4693      0.07088
388591       1    6195775    6231299     70      12  726828       1.7199     0.042727
23463        1    6211193    6245984     64      11  726828      0.84426      0.19926
390992       1    6234158    6255578     41       8  726828       2.0011      0.02269
387509       1    6237346    6270990     82      13  726828       2.0147     0.021968
11332        1    6254272    6403766    496      33  726828       2.1145     0.017237
54626        1    6405232    6434664    102      12  726828      0.66532      0.25292
83715        1    6414776    6470944    155      18  726828      0.16712      0.43364
8718         1    6451151    6476195     51      11  726828     -0.89179      0.81375
57449        1    6456092    6530061    172      27  726828      -0.5839      0.72035
79707        1    6511347    6564598    151       5  726828    -0.044901      0.51791
80835        1    6545278    6589757    101      11  726828     -0.42569      0.66483
3104         1    6569991    6599280     54      16  726828     -0.54826      0.70824
9903         1    6580724    6612898     51      13  726828     -0.36178      0.64124
148479       1    6603696    6634033     49      10  726828    -0.064226       0.5256
90326        1    6614865    6645586     68      13  726828    -0.091037      0.53627
55735        1    6624168    6711906    186      21  726828    -0.011937      0.50476
23261        1    6775324    7779706   2780     222  726828      0.88481      0.18813
9341         1    7761269    7791432     83      18  726828       1.0399      0.14919
8863         1    7774380    7855181    285      26  726828       1.6533     0.049136
10911        1    7837612    7923610    356      33  726828      0.95001      0.17105
3604         1    7905871    7953165    106      17  726828     -0.66343      0.74647
11315        1    7951654    7995283     95      15  726828     -0.52886      0.70155
54206        1    8001719    8036333     59      10  726828    -0.030952      0.51235
50651        1    8308085    8354167    126      19  726828     -0.43653      0.66877
473          1    8342404    8827691    725      33  726828       1.0436      0.14833
2023         1    8851000    8889092     63      10  726828       1.0991      0.13585
765          1    8935785    8985092    176      44  726828       1.2034      0.11441
155184       1    8950853    9036384    294      62  726828        1.346     0.089155
6518         1    9026943    9081704    203      26  726828       1.8753     0.030378
80045        1    9093391    9139170    128      21  726828      0.73765      0.23036
9563         1    9224776    9281337    192      28  726828       1.6309     0.051451
80176        1    9282882    9379532    386      62  726828       1.1431       0.1265
84275        1    9529469    9592773     97      12  726828       0.7358      0.23093
199953       1    9578853    9624877     62       8  726828      0.95645      0.16942
5293         1    9619889    9739114    264      38  726828       1.0829      0.13943
22883        1    9719021    9834526    310      15  726828       1.2666      0.10266
56998        1    9838276    9920258    126      20  726828       1.2708       0.1019
84328        1    9912110    9953402     89      15  726828       3.4357   0.00029546
64802        1    9932923    9995501    119      18  726828       4.5137   3.1846e-06
105376719    1    9986423   10008089     50       9  726828       4.8646   5.7352e-07
116362       1    9987197   10026020     72      10  726828       4.8646   5.7336e-07
10277        1   10022983   10191239    339      24  726828        5.194   1.0291e-07
23095        1   10200706   10391603    558      17  726828       5.2385   8.0929e-08
5226         1   10388992   10430511    118      18  726828       4.8339   6.6927e-07
378708       1   10420102   10452815    104      13  726828       5.5887   1.1442e-08
100526739    1   10420102   10462003    115      14  726828       5.5898   1.1367e-08
1325         1   10439719   10462003     39       8  726828        5.161   1.2279e-07
1676         1   10450531   10482556     57      13  726828       6.2747   1.7512e-10
5195         1   10464946   10640758    413      33  726828        5.675   6.9337e-09
54897        1   10626604   10806676    479      94  726828      0.88501      0.18807
148345       1   10936473   10992037    208      29  726828      0.76091      0.22336
23435        1   11002622   11035492     75      10  726828       1.6873     0.045773
10747        1   11016523   11057239     87      11  726828       1.8202     0.034362
6723         1   11044592   11070034     65       7  726828       3.0444    0.0011657
5394         1   11056613   11109910    149       8  726828       2.0596      0.01972
2475         1   11096531   11272557    370      13  726828       2.0656     0.019432
10218        1   11179289   11205981     51       6  726828       1.3585      0.08716
29914        1   11263198   11306595     73       8  726828       1.2318        0.109
57540        1   11469238   11547583    185      18  726828     -0.43124      0.66685
26232        1   11638361   11664831     68      24  726828      0.44904       0.3267
93611        1   11644375   11673327     85      25  726828      0.55121      0.29075
26270        1   11654093   11684354     94      20  726828      0.44789      0.32712
10459        1   11664480   11701788    122      28  726828     -0.45889      0.67684
374946       1   11676647   11730612    166      38  726828     -0.49616      0.69011
57085        1   11725474   11760771     91      18  726828      0.22523       0.4109
284498       1   11752183   11799585    204      18  726828      0.52245      0.30068
4524         1   11775730   11816103    203      14  726828      0.53646      0.29582
1185         1   11796096   11853144    273      16  726828       1.1641       0.1222
4878         1   11835709   11857783     99      15  726828       1.3266      0.09232
4879         1   11847464   11868935     72      14  726828      0.55752      0.28859
90231        1   11909588   11936428     98      16  726828       1.1478      0.12553
5351         1   11924667   11985542    161      19  726828      0.40025      0.34449
9927         1   11970181   12023515    143      16  726828      0.50004      0.30852
60672        1   12009242   12042049     65      13  726828     -0.24365      0.59625
943          1   12053330   12154207    274      55  726828      0.70386      0.24076
7133         1   12156949   12219222    183      27  726828      0.73543      0.23104
55187        1   12220039   12522047    546      24  726828      0.55136      0.29069
9249         1   12557910   12628361    247      42  726828       1.1677      0.12147
343066       1   12634547   12677086    110      14  726828      -0.3874      0.65077
126767       1   12706115   12738759     83      15  726828     0.023111      0.49078
93190        1   12736186   12771169     99      14  726828     -0.35296      0.63794
390999       1   12753223   12787906     97      20  726828     -0.39253      0.65267
65121        1   12781397   12806628    176      32  726828       1.0591      0.14478
440560       1   12814380   12841410    129      24  726828      0.27993      0.38976
343069       1   12837377   12858756    170      11  726828     0.043706      0.48257
65122        1   12847086   12871909    177      18  726828      0.17167      0.43185
400735       1   12869212   12896201    114      27  726828     -0.42402      0.66423
343071       1   12882896   12908270     69      22  726828     -0.29755      0.61698
441871       1   12906647   12930480     17       9  726828      0.29231      0.38502
440561       1   12928472   12957580     31      11  726828       1.6667      0.04779
653606       1   12995048   13015624      4       2  726828     -0.70255      0.75883
102724742    1   13020809   13042199      1       1  726828       1.1896       0.1171
101929983    1   13039808   13063659     15       5  726828      -1.4134      0.92123
649330       1   13051232   13072237      1       1  726828     0.068736       0.4726
441873       1   13063678   13088038     14       3  726828     -0.13168      0.55238
440563       1   13105488   13126854    101      14  726828     -0.89105      0.81355
645359       1   13138751   13163111      9       5  726828      0.28346      0.38841
391003       1   13212695   13236154      4       1  726828      0.38517      0.35005
343068       1   13244198   13273435     37      14  726828      -1.2247      0.88965
391002       1   13271304   13295137     36      13  726828    -0.071854      0.52864
645382       1   13293516   13319027      8       5  726828      0.55073      0.29091
653619       1   13305581   13332595      9       5  726828      0.77047      0.22051
729528       1   13331892   13357134      9       4  726828      -1.0183      0.84574
645414       1   13358431   13381947     26      13  726828      -1.0502       0.8532
391004       1   13379632   13402629     23       9  726828     -0.63277      0.73656
645425       1   13400450   13431354      9       4  726828     -0.83779      0.79893
126755       1   13464977   13523781    249      49  726828    -0.002634      0.50105
10630        1   13573757   13627957    179      38  726828     -0.43378      0.66778
7799         1   13690240   13835079    392      32  726828      0.31767      0.37537
23254        1   13883515   15128048   4477     352  726828     -0.38505       0.6499
55092        1   15142532   15230478    439      31  726828      -0.7914      0.78565
727684       1   15154196   15181624     99      16  726828      -1.6586       0.9514
114827       1   15226602   15410283    650      69  726828      -1.0973      0.86375
79180        1   15399895   15440343    111      29  726828     -0.45251      0.67455
11330        1   15428442   15459247     78      18  726828      0.34001      0.36692
63036        1   15446728   15482091    102      20  726828       1.0582      0.14499
51032        1   15466101   15501400    108      15  726828      0.38105      0.35158
842          1   15481401   15536529    187      12  726828    -0.019555       0.5078
23341        1   15516813   15581733    175      14  726828     -0.14522      0.55773
79814        1   15561699   15595110    138      11  726828     -0.39033      0.65186
84301        1   15607458   15671057    141       9  726828       0.3806      0.35175
6248         1   15649869   15671722     38       4  726828      0.29637      0.38347
23207        1   15674267   15744769    199      18  726828      0.86716      0.19293
284723       1   15725088   15751392     58      12  726828     0.012685      0.49494
388595       1   15732492   15757797     65      14  726828      0.42855      0.33413
54751        1   15746171   15796589    118      21  726828       4.0316   2.7694e-05
440567       1   15797162   15817699     96       9  726828       3.5351   0.00020378
23013        1   15837864   15950455    194      25  726828       4.5349   2.8813e-06
7709         1   15931869   15986132     96      18  726828        4.174   1.4965e-05
101928566    1   15966131   16007206    160      20  726828        4.715   1.2083e-06
149563       1   15994236   16016695    129      16  726828       4.9141   4.4597e-07
27129        1   16004028   16028796    112      13  726828        4.132   1.7981e-05
1187         1   16011991   16044050    188      22  726828       4.7036   1.2779e-06
1188         1   16033736   16067326    245      30  726828       5.6873   6.4532e-09
348487       1   16047769   16083632    182      22  726828       5.2834   6.3408e-08
1969         1   16114337   16166087     96      19  726828       1.3345      0.09102
128272       1   16187856   16222671    113      10  726828       2.7891    0.0026428
101927546    1   16205907   16237036     67      10  726828       2.9067    0.0018264
79363        1   16221687   16247452     43       7  726828       2.1283     0.016655
54455        1   16236840   16362491    253      15  726828       1.7502      0.04004
26099        1   16357030   16408148    115      13  726828       2.8917    0.0019159
374955       1   16377117   16447842    166      26  726828       3.2716   0.00053461
55707        1   16430672   16470090    103      16  726828        1.987     0.023462
102724970    1   16525773   16546956     56      17  726828       1.0956      0.13662
100133301    1   16528724   16550035     53      17  726828      0.82075       0.2059
55672        1   16552427   16623605    231      65  726828     -0.64028        0.739
729574       1   16663003   16683512     29      10  726828       1.9694     0.024455
102723383    1   16723807   16744539     39      20  726828     -0.88869      0.81292
11223        1   16744634   16774480     37      17  726828      0.64623      0.25907
9696         1   16885707   16982979    363      35  726828       1.7236     0.042393
4237         1   16964500   16991643     69      13  726828      -0.4657      0.67929
23400        1   16975958   17021972    100      15  726828      -1.2709      0.89812
6390         1   17008722   17064170    169      17  726828     -0.75718      0.77553
11240        1   17056761   17129453    312      21  726828      -1.3878       0.9174
29943        1   17195123   17256006    239      54  726828      0.37537      0.35369
51702        1   17239082   17294233    218      30  726828     -0.39495      0.65356
23569        1   17298195   17374004    430      35  726828      -1.2701      0.89798
353238       1   17362196   17411699    235      22  726828      -1.8133      0.96511
55920        1   17396755   17449754    137      16  726828      -2.5521      0.99465
55160        1   17510197   17707875    488      61  726828      0.93109       0.1759
81569        1   17702000   17837063    338      36  726828       1.1176      0.13187
84966        1   18097746   18388484   1045     135  726828       1.5325     0.062703
127707       1   18470930   18495999    105      16  726828      -0.9111      0.81888
5081         1   18621006   18758866    393      84  726828        1.113      0.13285
80834        1   18829599   18869661    222      36  726828      0.44285      0.32894
8659         1   18861430   18912799    215      31  726828      -1.6687      0.95241
126917       1   18894280   18966667    236      37  726828     -0.10627      0.54232
23352        1   19064506   19220319    287      21  726828      0.77337      0.21965
23065        1   19205664   19261559    156      19  726828      0.47733      0.31657
51154        1   19241581   19270128    121      16  726828      0.48204      0.31489
22977        1   19264325   19299346    140      10  726828      0.87877      0.18976
8574         1   19292708   19322146     89      21  726828       1.3877      0.08262
54896        1   19302246   19342431    151      21  726828       2.5516    0.0053619
832          1   19328773   19495641    540      29  726828       1.6675     0.047712
440574       1   19586977   19639821    113      18  726828      -2.2767       0.9886
100532736    1   19586977   19668456    211      35  726828      -1.7619      0.96095
4681         1   19633229   19668456    118      27  726828      -1.0195      0.84601
3362         1   19655287   19690966    109      14  726828      0.18762      0.42559
255104       1   19672213   19810353    435      60  726828      0.81753      0.20681
54546        1   19804029   19825278     97      27  726828     -0.21207      0.58397
23252        1   19871702   19922945    125      22  726828     -0.33353      0.63063
30814        1   19910307   19933617     76      18  726828      0.45004      0.32634
5320         1   19965431   19990439     83      18  726828       1.9772      0.02401
5322         1   20018339   20101901    240      30  726828       1.3806     0.083695
26279        1   20102650   20129566     77      25  726828     -0.34466      0.63483
64600        1   20129326   20160386     66      24  726828     -0.45195      0.67435
105376824    1   20153076   20173980     43      10  726828      -0.5288      0.70153
391013       1   20153991   20185194     66      16  726828    -0.072854      0.52904
127733       1   20173302   20206048     67      14  726828       1.9591     0.025051
127731       1   20280907   20370221    287      26  726828     0.076117      0.46966
55450        1   20472391   20496235     42      12  726828      -1.6967      0.95512
79594        1   20489448   20518181     59      12  726828      -1.3084      0.90463
163933       1   20542439   20565020     85      17  726828      0.23213      0.40822
978          1   20578951   20628908    229      25  726828       1.1087      0.13378
65018        1   20623455   20661511    134      15  726828       1.2238       0.1105
1650         1   20641767   20671544    103      14  726828      0.99812      0.15911
57576        1   20651643   20728017    263      44  726828      0.19232      0.42374
400745       1   20709731   20742640     99      19  726828       1.5158     0.064782
50809        1   20732677   20797310    125      17  726828       2.5012    0.0061883
8672         1   20796292   21187320    720      25  726828       2.3767    0.0087348
1889         1   21207247   21355541    391      44  726828     -0.84997      0.80233
84224        1   21425318   21494900    269      20  726828      0.37745      0.35292
249          1   21498982   21588412    372      37  726828      0.23352      0.40768
5909         1   21586215   21679375    340      51  726828       2.9548    0.0015646
84196        1   21668298   21793199    387      39  726828       1.5824     0.056778
401944       1   21802265   21835221    114      34  726828       1.0367      0.14994
3339         1   21812232   21947297    444      46  726828       1.4799     0.069453
23436        1   21966925   22008642    379      27  726828      0.13968      0.44445
10136        1   21991656   22022542    195      24  726828      0.81809      0.20665
998          1   22042627   22102943    136      18  726828       1.3236     0.092815
54361        1   22107305   22153981    141      24  726828      0.79215      0.21414
9923         1   22418838   22541157    194      27  726828       1.2387      0.10773
2046         1   22553508   22613594    220      35  726828       2.4622    0.0069044
712          1   22626625   22649682     70       9  726828      0.68284      0.24735
714          1   22633625   22658110     85      10  726828      0.28793       0.3867
713          1   22643179   22671552     79      11  726828      -1.1934      0.88364
2048         1   22700770   22925330    482      63  726828     -0.13505      0.55371
646262       1   22943043   22982316    111      17  726828      0.74077      0.22942
729059       1   23000834   23025850     33       6  726828      0.85451      0.19641
23028        1   23009443   23093691    109      12  726828      0.79905      0.21213
7798         1   23074023   23187808    217      22  726828      0.58289      0.27998
3352         1   23181895   23204729     81       7  726828      0.86592      0.19327
10236        1   23294688   23354650     58      10  726828     -0.99751      0.84074
80818        1   23349448   23379864     62       8  726828     -0.87039      0.80796
6920         1   23370909   23434779    151      25  726828     0.063713       0.4746
55616        1   23418563   23494567    170      17  726828      0.54432      0.29311
1870         1   23495974   23541250    106      18  726828      0.43899      0.33033
3399         1   23547930   23569794     49      15  726828     -0.52095       0.6988
6135         1   23681779   23706425     56      13  726828       2.8031    0.0025307
6924         1   23733366   23772059     44      18  726828      0.20081      0.42043
57095        1   23768386   23798232     23      11  726828    -0.033547      0.51338
11313        1   23780785   23805539     19       9  726828       1.0837      0.13926
2582         1   23785599   23810804     22       5  726828      0.76579       0.2219
3155         1   23791877   23835459     46       7  726828      0.62285      0.26669
2517         1   23835077   23878369    114       7  726828      0.49165      0.31148
1269         1   23863463   23923327    239      16  726828     -0.30334      0.61919
55629        1   23949811   23973462     11       3  726828       1.6929     0.045234
10772        1   23954347   23990463     23       6  726828       1.0537        0.146
127294       1   24046041   24122175    265      25  726828       1.4341     0.075775
58985        1   24109771   24153285    127      23  726828       2.1886     0.014313
163702       1   24144157   24197275    190      27  726828   -0.0051305      0.50205
57822        1   24309322   24374482    149      35  726828       4.8523    6.103e-07
90529        1   24346999   24425497    181      18  726828       4.6129   1.9855e-06
57185        1   24403674   24482983    206      20  726828       4.3133   8.0423e-06
11123        1   24492351   24547020    150      19  726828       3.3817   0.00036018
400746       1   24546076   24619328    284      29  726828      0.65334      0.25677
10250        1   24633012   24683281     43      10  726828      0.25184      0.40058
25932        1   24735269   24854324    125      16  726828       3.0099    0.0013068
864          1   24889511   24975157    221      37  726828      0.29752      0.38304
25949        1   25212276   25242522     22      13  726828       1.6608     0.048375
57035        1   25232249   25277915     50      18  726828      0.75186      0.22607
6007         1   25262393   25340445    105      23  726828      0.87057        0.192
23585        1   25328298   25372361     38      10  726828      0.61777      0.26836
6006         1   25350659   25440192    137      11  726828      0.99834      0.15906
55219        1   25420858   25510209    131       7  726828       1.0228       0.1532
26119        1   25533580   25601287    162      27  726828     -0.20191      0.58001
57134        1   25607468   25796207    382      37  726828     -0.76281      0.77721
57190        1   25790176   25828222     90       9  726828      0.58242      0.28014
56181        1   25809906   25842942     69       5  726828      0.96589      0.16705
79000        1   25821913   25869458     90       4  726828      0.86801      0.19269
164091       1   25851484   25886707     51       7  726828      0.29279      0.38484
3925         1   25874186   25916877     66       8  726828     -0.77808      0.78174
5051         1   25949764   26008581    127      11  726828      -1.0317       0.8489
2134         1   26011741   26046464     72      13  726828      0.04599      0.48166
7780         1   26028022   26056138     58       8  726828     -0.44723      0.67264
105376910    1   26035895   26059057     50       7  726828     -0.70707      0.76024
84676        1   26041304   26077634     88      10  726828     -0.50089      0.69177
149420       1   26101165   26135548     69       3  726828     -0.63686      0.73789
79927        1   26149008   26172628     66      14  726828      -1.0535      0.85395
105376887    1   26155313   26179802     70      12  726828        -1.24      0.89251
51042        1   26159897   26180873     60      10  726828      -1.0471      0.85246
10256        1   26167490   26199884     95      13  726828     -0.33244      0.63022
378807       1   26180587   26212542     92      17  726828    -0.064127      0.52557
64793        1   26224153   26289038    194      16  726828       1.2404      0.10742
83442        1   26269722   26291522     75      10  726828       1.1066      0.13423
91544        1   26272282   26328265    179      15  726828       1.2288      0.10957
1043         1   26307920   26330523     84      13  726828       1.7449     0.040501
55057        1   26311859   26364130    180      24  726828       1.6915     0.045371
257101       1   26351632   26384533    118      18  726828      0.16561      0.43423
79727        1   26400778   26439728     76      15  726828       3.4163   0.00031739
79947        1   26422282   26481306     98      18  726828       3.3411   0.00041731
3151         1   26462411   26486642     46      11  726828       2.4761    0.0066412
6195         1   26519758   26585030    134      21  726828       2.5737    0.0050312
101928728    1   26682063   26706405     27       8  726828      0.26163       0.3968
8289         1   26686031   26792110    128      11  726828    0.0050338      0.49799
55650        1   26777963   26808403     30       9  726828     -0.38797      0.65098
84243        1   26816710   26865720     62      10  726828     -0.37288      0.64538
2810         1   26853142   26874456     34       6  726828    -0.010943      0.50437
54707        1   26869382   26900378     51      10  726828     -0.25754      0.60162
63906        1   26880488   26911065     43       9  726828     -0.15745      0.56255
10726        1   26901128   26956871     72      12  726828    -0.042812      0.51707
8431         1   26901484   26924076     34       6  726828     -0.31961      0.62537
126695       1   26939556   26970484     33       6  726828      0.07277      0.47099
388610       1   26983667   27010886     29       5  726828     -0.14361       0.5571
115572       1   26995020   27022842     21       6  726828      -2.0043      0.97748
6548         1   27088809   27165130     84      11  726828       3.2357    0.0006067
23038        1   27224516   27318633    152      18  726828       3.6496   0.00013132
84065        1   27312145   27346400     70      15  726828       4.2492   1.0725e-05
84958        1   27331992   27363932     81      20  726828       5.1742   1.1446e-07
9064         1   27345179   27378014     66      21  726828       5.1642   1.2072e-07
8547         1   27359110   27384825     43      16  726828       3.2777   0.00052322
388611       1   27369100   27393333     31       8  726828       3.0963   0.00097987
2827         1   27382644   27405814     33      10  726828       2.9046    0.0018387
10163        1   27394226   27500187    177      17  726828       2.5423    0.0055066
27245        1   27524245   27614178    127      23  726828       1.7477     0.040257
2268         1   27602289   27645561     83      18  726828       1.8615     0.031339
2537         1   27656061   27682213     48      12  726828       1.3827     0.083386
199870       1   27715979   27772915     93       6  726828      0.29724      0.38314
23673        1   27763183   27834452     78      10  726828     0.082975      0.46694
5511         1   27820741   27861672     47       9  726828    -0.086202      0.53435
9473         1   27862543   27896685     88      16  726828       1.1484      0.12539
6118         1   27881524   27924797    119      10  726828       1.4269     0.076802
27293        1   27924948   27969157    134      14  726828       1.6889      0.04562
55113        1   27949462   27978096     52      14  726828      0.67388      0.25019
2140         1   27960344   28098675    255      22  726828      0.52333      0.30037
5724         1   28137166   28203936     88      20  726828       3.1324   0.00086697
22826        1   28190278   28243031    139      11  726828       2.1502     0.015771
93974        1   28226091   28248105     69       6  726828       2.1275     0.016688
83667        1   28249452   28292491     97      14  726828       2.6757    0.0037282
54797        1   28319002   28345967     46      12  726828       3.5976   0.00016055
65979        1   28359582   28510369    458      13  726828       2.9726    0.0014765
1104         1   28495943   28549196    128      13  726828       2.0089     0.022272
54952        1   28543017   28588545     76      15  726828       2.7753    0.0027575
115273       1   28582200   28604586     29      12  726828       2.9597    0.0015397
6883         1   28593096   28653109     75      16  726828       2.5288    0.0057229
10691        1   28658722   28725603     96      11  726828       1.6195     0.052672
105376911    1   28667907   28691528     30       7  726828       1.6436     0.050133
51441        1   28726621   28779775     75      10  726828       1.5538     0.060116
4985         1   28802142   28873696    206      27  726828     -0.27609      0.60876
2035         1   28877091   29130046    472      32  726828     -0.33778      0.63224
399474       1   29109425   29139134     73      12  726828     -0.22409      0.58866
6429         1   29137738   29192125    123      21  726828     -0.55477      0.71047
51102        1   29157696   29240958    195      25  726828     -0.49601      0.69006
10076        1   29226516   29336813    256      31  726828       1.3886     0.082482
4146         1   30701277   30733585    125      13  726828     -0.25993      0.60254
7805         1   30722468   30767836    127      36  726828      -0.7808      0.78254
9672         1   30859466   30919735    152      41  726828       3.0001    0.0013494
9698         1   30921506   31075717    270      20  726828       3.1124   0.00092774
79570        1   31169745   31249887    269      17  726828       1.6024     0.054538
9410         1   31249568   31306797    138      10  726828       1.1799      0.11902
51538        1   31286982   31375722    198      13  726828       1.2456      0.10645
2170         1   31350418   31383283     67       9  726828        1.978     0.023962
347735       1   31399565   31444680    146      14  726828     -0.42929      0.66614
64129        1   31566384   31597686     68      19  726828        1.917      0.02762
3061         1   31607689   31642519     56       6  726828      0.99787      0.15917
553115       1   31619862   31655237     58       7  726828       1.0144      0.15519
1307         1   31642247   31714167    134      23  726828       1.2956      0.09756
576          1   31717105   31774063     53      13  726828        1.842     0.032736
90853        1   31780422   31826051     79      17  726828       2.5678    0.0051169
8073         1   31896421   31948387     63      13  726828     -0.37102      0.64469
10657        1   32003694   32070859     49      19  726828      0.53314      0.29697
55116        1   32062031   32112866     64      10  726828     -0.42428      0.66432
23633        1   32098043   32186568    102      11  726828     -0.22662      0.58964
200081       1   32169695   32208285     48      10  726828      -1.2401      0.89253
79140        1   32190386   32215390     34       9  726828        -0.78      0.78231
56063        1   32194806   32232353     51      10  726828     -0.54661      0.70768
55721        1   32195635   32218687     33      11  726828      -0.2284      0.59033
149069       1   32199094   32226196     38       9  726828     -0.55474      0.71046
8668         1   32211867   32241604     45       6  726828     -0.59135      0.72286
84734        1   32237217   32258860     39       6  726828     -0.69374      0.75608
3932         1   32241239   32296170     64      21  726828     0.018719      0.49253
3065         1   32282107   32343628     37      20  726828       1.3068     0.095638
65108        1   32323829   32346239     13       9  726828     0.096625      0.46151
100128071    1   32351270   32372243     12       7  726828       1.0563       0.1454
