entrez_id,node_idx,degree,gene_symbol,zstat_brca,p_brca,zstat_coca,p_coca,zstat_luca,p_luca,zstat_ovca,p_ovca,zstat_prca,p_prca
497190,7921,1,CLEC18B,0.28411,0.38816,-0.52781,0.70118,1.6422,0.050276,0.32779,0.37153,2.1542,0.015611
4973,7922,10,OLR1,0.18458,0.42678,-0.49726,0.6905,0.68537,0.24655,-0.073746,0.52939,1.1773,0.11954
4974,7923,13,OMG,2.2728,0.011519,2.6904,0.0035688,0.2033,0.41945,0.61332,0.26983,-0.088477,0.53525
4975,7924,6,OMP,0.15477,0.4385,-0.41796,0.66201,0.71211,0.2382,0.025079,0.49,-0.03022,0.51205
4976,7925,17,OPA1,0.11809,0.453,-0.11506,0.5458,-0.61368,0.73029,1.0194,0.15401,2.6355,0.0042003
4978,7926,2,OPCML,-0.904,0.817,1.7015,0.044423,1.1384,0.12748,0.63343,0.26323,0.32185,0.37378
498,7927,205,ATP5F1A,2.0665,0.019392,-0.6567,0.74431,-0.030334,0.5121,-1.3059,0.90421,0.59295,0.27661
4982,7928,7,TNFRSF11B,1.1054,0.13449,0.79158,0.2143,-0.98025,0.83652,-0.1045,0.54162,0.49016,0.31201
4983,7929,8,OPHN1,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
4985,7930,15,OPRD1,0.40626,0.34227,0.48593,0.31351,0.69835,0.24248,-0.16697,0.5663,-0.27609,0.60876
49855,7931,3,SCAPER,-1.4045,0.91991,0.94761,0.17166,0.24743,0.40229,0.17927,0.42886,-0.012407,0.50495
49856,7932,4,WRAP73,-0.71842,0.76375,0.95591,0.16956,-0.15766,0.56264,0.46535,0.32084,1.181,0.11881
49860,7933,7,CRNN,0.67952,0.2484,-1.3027,0.90365,1.3923,0.08192,-1.3398,0.90985,1.0416,0.14881
49861,7934,8,CLDN20,0.41089,0.34058,-0.59293,0.72339,-1.5216,0.93594,0.50367,0.30725,1.8721,0.030595
4988,7935,46,OPRM1,2.3186,0.010208,1.6224,0.052358,-0.88324,0.81145,-0.14865,0.55908,0.92902,0.17644
4990,7936,8,SIX6,1.2186,0.11149,-1.2942,0.90221,0.37096,0.35533,2.311,0.010416,6.2424,2.1539e-10
4991,7937,2,OR1D2,-0.063008,0.52512,0.32457,0.37275,1.3548,0.087746,-0.16649,0.56611,0.19065,0.4244
4992,7938,4,OR1F1,0.85684,0.19577,0.8192,0.20633,1.1858,0.11786,-0.66196,0.746,-0.6846,0.7532
4993,7939,2,OR2C1,-1.5855,0.94357,-0.63722,0.73801,-0.56634,0.71442,1.2881,0.098862,1.4944,0.067534
4998,7940,63,ORC1,1.12,0.13136,0.41156,0.34033,1.085,0.13895,0.17794,0.42938,3.7581,8.5605e-05
4999,7941,43,ORC2,1.1318,0.12887,2.1943,0.014108,1.5002,0.066787,0.87272,0.19141,1.9839,0.023631
50,7942,120,ACO2,1.1245,0.1304,0.9436,0.17269,0.69103,0.24477,1.5616,0.05919,3.6757,0.00011858
5000,7943,37,ORC4,1.6793,0.046545,-0.89908,0.81569,2.6832,0.0036458,-0.077681,0.53096,3.6937,0.00011053
5001,7944,44,ORC5,-0.82179,0.7944,1.0445,0.14813,1.1533,0.12438,0.71017,0.2388,-0.81454,0.79233
5002,7945,9,SLC22A18,3.0919,0.00099446,0.55343,0.28998,0.31083,0.37796,0.55345,0.28998,-1.1964,0.88424
5003,7946,5,SLC22A18AS,2.8543,0.0021567,0.78119,0.21734,1.3192,0.093543,0.28641,0.38728,-0.88748,0.81259
5004,7947,37,ORM1,-0.57111,0.71604,0.74766,0.22733,-1.265,0.89706,-0.56649,0.71447,2.0373,0.020809
5005,7948,24,ORM2,-1.04,0.85084,0.65726,0.25551,-0.93864,0.82604,-1.1921,0.88339,2.3179,0.010228
5007,7949,12,OSBP,0.58077,0.2807,1.7277,0.042017,0.39129,0.34779,-0.46326,0.67841,-0.20663,0.58185
5008,7950,51,OSM,1.663,0.048152,1.2077,0.11357,0.34056,0.36672,0.48542,0.31369,2.7218,0.0032462
5009,7951,28,OTC,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
501,7952,96,ALDH7A1,1.9501,0.02558,-0.82869,0.79636,-1.6574,0.95128,1.0965,0.13644,1.0123,0.1557
5010,7953,21,CLDN11,-0.78839,0.78477,1.705,0.0441,0.33515,0.36876,-0.81103,0.79133,7.2803,1.6653e-13
5013,7954,1,OTX1,-0.62266,0.73325,-0.28732,0.61307,0.12094,0.45187,-0.95481,0.83016,8.0988,2.7756e-16
5015,7955,20,OTX2,0.29284,0.38482,1.0964,0.13646,1.9281,0.026919,-0.30364,0.6193,0.94752,0.17169
5016,7956,5,OVGP1,-0.28869,0.61359,0.83057,0.20311,-0.047788,0.51906,-0.18858,0.57479,-0.89256,0.81395
5018,7957,104,OXA1L,-0.8324,0.79741,0.42755,0.33449,-1.0017,0.84176,-1.2703,0.89801,0.91501,0.18009
5019,7958,19,OXCT1,0.29974,0.38219,-0.84477,0.80088,-0.054298,0.52165,-0.80993,0.79101,0.8661,0.19322
5020,7959,49,OXT,0.85692,0.19574,1.7699,0.038372,-1.2225,0.88924,-0.099654,0.53969,0.35018,0.3631
5021,7960,26,OXTR,-0.27566,0.6086,1.0669,0.143,-1.5375,0.93791,0.32257,0.37351,1.0251,0.15266
5023,7961,20,P2RX1,-0.58905,0.72209,-0.34457,0.63479,0.63536,0.2626,0.72649,0.23377,-0.012597,0.50503
5024,7962,19,P2RX3,0.62578,0.26573,1.6521,0.049255,0.58746,0.27845,1.8143,0.034817,-0.27332,0.6077
5025,7963,20,P2RX4,2.2455,0.012368,1.4327,0.075978,-1.0428,0.85148,2.1544,0.015605,0.69451,0.24368
5026,7964,18,P2RX5,0.21824,0.41362,0.26893,0.39399,-1.3151,0.90576,0.28408,0.38817,1.9153,0.027728
5027,7965,21,P2RX7,1.0515,0.14652,0.8229,0.20528,-1.2202,0.8888,1.285,0.099399,1.0414,0.14885
5028,7966,37,P2RY1,0.089081,0.46451,0.062111,0.47524,-0.83329,0.79766,-0.40458,0.65711,2.3187,0.010206
5029,7967,19,P2RY2,-0.23846,0.59424,1.195,0.11605,-0.21142,0.58372,0.10699,0.4574,0.070354,0.47196
5030,7968,9,P2RY4,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
5031,7969,9,P2RY6,-0.9039,0.81698,0.21467,0.41501,0.67273,0.25056,1.2468,0.10623,-0.52428,0.69996
5032,7970,34,P2RY11,0.40565,0.3425,2.7263,0.0032023,-0.71209,0.7618,1.4708,0.070676,1.5661,0.058659
5033,7971,19,P4HA1,0.34903,0.36353,1.6755,0.046915,-0.2123,0.58406,-0.048022,0.51915,0.72184,0.2352
5034,7972,53,P4HB,1.2059,0.11393,0.23114,0.4086,-1.374,0.91528,0.274841,0.43436,0.076996,0.46931
503542,7973,4,SPRN,0.89022,0.18667,1.6913,0.045392,0.47682,0.31674,-0.028639,0.51142,-0.44474,0.67175
503582,7974,3,ARGFX,0.41773,0.33807,-0.017895,0.50714,-0.86857,0.80746,-1.3779,0.91588,-0.75564,0.77507
5036,7975,198,PA2G4,1.2895,0.098607,-0.83521,0.7982,-0.1564,0.56214,1.7107,0.043565,0.16004,0.43643
503618,7976,7,DEFB104B,-0.78331,0.78328,3.2502,0.00057671,-0.75628,0.77526,0.274841,0.43436,0.57441,0.28284
5037,7977,41,PEBP1,0.96464,0.16736,-0.53595,0.704,1.5059,0.066047,3.0647,0.0010894,3.0294,0.0012254
503834,7978,4,DPRX,-2.0511,0.97987,-0.55261,0.70974,0.52267,0.3006,0.76866,0.22105,-0.036389,0.51451
503835,7979,3,DUXA,-0.17965,0.57128,-0.69885,0.75768,0.85033,0.19757,1.7637,0.038891,1.6513,0.049338
503841,7980,21,DEFB106B,-0.21542,0.58528,0.75232,0.22593,0.396488,0.406508,0.274841,0.43436,0.23438,0.40735
504180,7981,6,DEFB105B,0.3727,0.35469,1.4337,0.075826,0.396488,0.406508,0.274841,0.43436,-1.7836,0.96276
5042,7982,7,PABPC3,-0.32599,0.62778,0.55144,0.29067,-0.23493,0.59287,-0.83127,0.79709,0.46253,0.32185
5045,7983,50,FURIN,3.9176,4.4709e-05,1.1167,0.13207,1.4305,0.076293,1.824,0.034078,2.9865,0.0014108
5046,7984,3,PCSK6,2.1588,0.015433,0.74744,0.2274,1.9891,0.023347,-0.42902,0.66604,1.2829,0.099768
5047,7985,12,PAEP,1.3256,0.092489,0.59614,0.27554,-0.52258,0.69937,-0.017507,0.50698,0.44453,0.32833
5048,7986,42,PAFAH1B1,0.4236,0.33593,-0.27265,0.60744,0.81077,0.20875,0.02768,0.48896,1.1923,0.11658
50484,7987,56,RRM2B,-2.086,0.98151,2.043,0.020529,-0.53346,0.70314,0.98234,0.16297,-0.14397,0.55724
50485,7988,18,SMARCAL1,0.83858,0.20085,-0.46911,0.6805,1.1234,0.13063,0.35529,0.36118,-1.5526,0.93975
50486,7989,3,G0S2,0.70485,0.24045,1.9708,0.024373,-0.88302,0.81139,-0.41313,0.66024,1.5267,0.063415
50487,7990,29,PLA2G3,2.9614,0.0015312,2.5958,0.0047184,0.27909,0.39009,-0.35753,0.63965,0.050325,0.47993
50488,7991,15,MINK1,-0.75906,0.77609,3.0006,0.0013474,1.1953,0.11599,1.8042,0.035598,2.6458,0.004075
50489,7992,15,CD207,-0.39562,0.65381,0.22785,0.40988,-0.37647,0.64672,-0.088844,0.5354,-0.96567,0.8329
5049,7993,20,PAFAH1B2,2.068,0.019319,1.7712,0.038261,1.4656,0.071372,1.8696,0.030769,-1.0441,0.85177
5050,7994,11,PAFAH1B3,-0.47078,0.6811,0.44806,0.32705,0.96798,0.16653,0.65082,0.25758,3.006,0.0013234
50506,7995,23,DUOX2,2.3785,0.0086922,1.2821,0.099901,2.2308,0.012848,0.061933,0.47531,1.8327,0.033426
50507,7996,28,NOX4,1.5105,0.065464,-0.3566,0.6393,1.4499,0.073548,0.79098,0.21448,-0.79766,0.78746
50508,7997,17,NOX3,0.80148,0.21143,0.021859,0.49128,0.48229,0.3148,1.6215,0.052457,0.39233,0.34741
50509,7998,17,COL5A3,-1.296,0.90252,-1.1027,0.86492,-1.4018,0.91951,-1.0836,0.86072,-0.17831,0.57076
5051,7999,28,PAFAH2,1.8844,0.029756,0.29047,0.38573,0.98843,0.16147,0.056938,0.4773,-1.0317,0.8489
50511,8000,31,SYCP3,-0.18245,0.57238,0.076738,0.46942,-0.36414,0.64212,1.4305,0.07629,0.35161,0.36256
50512,8001,8,PODXL2,-0.68885,0.75454,-1.5485,0.93925,0.49288,0.31105,-0.44396,0.67146,1.2868,0.099077
50515,8002,4,CHST11,0.19532,0.42257,0.20005,0.42072,-0.29126,0.61457,-1.0079,0.84325,1.1949,0.11606
5052,8003,39,PRDX1,1.8903,0.02936,1.6862,0.045881,-0.34757,0.63592,0.59137,0.27714,3.125,0.00088906
5053,8004,22,PAH,3.2333,0.00061176,-0.47801,0.68368,0.69574,0.24329,1.3621,0.086578,0.79691,0.21275
5054,8005,70,SERPINE1,-0.10352,0.54122,-0.23964,0.5947,0.3678,0.35651,-0.23327,0.59223,0.44365,0.32865
5055,8006,11,SERPINB2,0.085438,0.46596,2.1894,0.014282,0.06188,0.47533,-0.14441,0.55741,-0.28291,0.61138
5058,8007,46,PAK1,-0.031451,0.51255,0.46077,0.32248,1.804,0.035618,-1.4734,0.92967,0.79513,0.21327
506,8008,98,ATP5F1B,1.5856,0.056415,1.2806,0.10016,-0.28501,0.61218,0.45719,0.32377,3.1136,0.00092425
50604,8009,6,IL20,0.513,0.30398,0.21476,0.41498,0.42252,0.33632,1.6701,0.047449,-0.14224,0.55655
50613,8010,2,UBQLN3,-0.10857,0.54323,0.022063,0.4912,0.34919,0.36347,-0.37183,0.64499,-0.34753,0.63591
50614,8011,5,GALNT9,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
50615,8012,48,IL21R,-0.53083,0.70223,1.1303,0.12918,0.73735,0.23046,0.74274,0.22882,3.7178,0.00010048
50616,8013,84,IL22,-0.51795,0.69775,-0.22825,0.59027,0.58799,0.27827,-0.13985,0.55561,1.4645,0.071529
50617,8014,42,ATP6V0A4,0.65129,0.25743,0.9846,0.16241,1.0176,0.15444,-1.4691,0.9291,1.3962,0.08133
50618,8015,47,ITSN2,1.9259,0.027058,-1.473,0.92962,-0.38404,0.64953,-0.96641,0.83308,0.19046,0.42448
50619,8016,6,DEF6,-0.86858,0.80746,2.7326,0.0031419,0.2719,0.39285,-1.2304,0.89073,0.81344,0.20798
5062,8017,36,PAK2,-0.77712,0.78145,0.49164,0.31149,-0.30903,0.62135,-0.91928,0.82102,-0.41233,0.65995
50626,8018,4,CYHR1,-1.7124,0.95659,-0.65745,0.74456,0.41791,0.33801,0.78201,0.2171,2.9073,0.0018226
50628,8019,26,GEMIN4,2.1047,0.017659,0.089387,0.46439,1.0139,0.15531,0.15917,0.43677,6.4044,7.5499e-11
5063,8020,22,PAK3,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
50632,8021,1,CALY,-0.83405,0.79787,-0.65971,0.74528,1.5492,0.060662,-0.92463,0.82242,-0.70181,0.7586
50636,8022,2,ANO7,0.38271,0.35097,1.0392,0.14936,1.6636,0.048098,1.3472,0.088951,6.1094,5e-10
5064,8023,4,PALM,-0.29484,0.61594,-0.12057,0.54798,1.0528,0.14622,0.6694,0.25162,0.20289,0.41961
50640,8024,4,PNPLA8,1.9379,0.02632,2.4003,0.0081916,0.095583,0.46193,-0.031613,0.51261,1.6864,0.045861
50649,8025,10,ARHGEF4,-1.0258,0.8475,1.1156,0.13229,0.1218,0.45153,-0.26207,0.60337,0.16818,0.43322
50650,8026,5,ARHGEF3,2.7149,0.0033153,2.1043,0.017677,2.3786,0.0086882,1.0147,0.15513,3.8226,6.6038e-05
5066,8027,5,PAM,-0.27653,0.60893,-0.39226,0.65257,0.50776,0.30581,-1.679,0.95342,0.58488,0.27932
5067,8028,2,CNTN3,0.28026,0.38964,-0.73578,0.76907,-0.85497,0.80372,1.3303,0.09171,0.20771,0.41773
50674,8029,26,NEUROG3,2.1556,0.015556,0.64602,0.25913,1.355,0.087702,0.7759,0.2189,0.67597,0.24953
5068,8030,5,REG3A,-0.50037,0.69159,-0.56571,0.7142,-0.76578,0.7781,-0.66788,0.7479,0.93945,0.17375
5069,8031,14,PAPPA,3.5544,0.00018941,1.1578,0.12347,2.1648,0.0152,-1.2862,0.90082,1.4099,0.079289
50700,8032,17,RDH8,0.24927,0.40158,-2.1735,0.98513,-0.26286,0.60367,-0.887,0.81246,-0.44854,0.67312
5071,8033,151,PRKN,0.43365,0.33227,2.0613,0.019639,0.5835,0.27978,-0.62634,0.73445,0.71942,0.23594
50717,8034,30,DCAF8,2.2255,0.013023,-0.38759,0.65084,2.6212,0.0043809,0.2111,0.41641,1.7779,0.03771
5073,8035,32,PARN,-0.94451,0.82754,1.4282,0.076615,-0.63171,0.73621,-0.2404,0.59499,2.8064,0.002505
5074,8036,11,PAWR,1.2537,0.10498,1.9768,0.024032,-2.6417,0.99588,-0.52157,0.69901,1.9547,0.025309
5075,8037,4,PAX1,0.47858,0.31612,-0.022142,0.50883,-0.18443,0.57316,1.9717,0.024321,-2.4055,0.99192
5076,8038,19,PAX2,0.73085,0.23244,1.2093,0.11328,-2.4725,0.99329,-0.63098,0.73597,0.30768,0.37916
5077,8039,28,PAX3,-0.18125,0.57191,0.68068,0.24804,0.88366,0.18844,-1.1772,0.88045,-1.657,0.95124
5078,8040,18,PAX4,-0.25255,0.59969,0.55912,0.28804,-0.47161,0.6814,-0.69313,0.75589,-0.33928,0.6328
5079,8041,44,PAX5,1.8691,0.030801,0.087588,0.4651,2.0982,0.017944,0.30914,0.37861,1.6471,0.049771
5080,8042,63,PAX6,2.0913,0.01825,0.44283,0.32895,1.3538,0.087902,-0.16276,0.56465,-0.040368,0.5161
50801,8043,7,KCNK4,1.2165,0.1119,2.1376,0.016274,0.99064,0.16093,1.618,0.052833,0.79971,0.21194
50804,8044,2,MYEF2,0.094729,0.46227,-0.12313,0.549,0.7055,0.24025,1.3028,0.096316,0.71162,0.23835
50805,8045,3,IRX4,0.41842,0.33782,1.5531,0.060202,1.3992,0.080882,-0.016425,0.50655,6.1094,5e-10
50807,8046,29,ASAP1,0.263,0.39628,2.4694,0.0067671,1.5558,0.059882,-2.1836,0.9855,2.677,0.0037137
50808,8047,56,AK3,-0.3262,0.62786,0.7755,0.21902,-0.4431,0.67115,0.28398,0.38821,-0.29745,0.61694
5081,8048,14,PAX7,-0.33535,0.63132,-0.35638,0.63922,-0.30376,0.61935,0.66638,0.25258,1.113,0.13285
50813,8049,33,COPS7A,1.1854,0.11793,0.55172,0.29057,1.4844,0.068858,-0.83153,0.79716,1.1694,0.12112
50814,8050,27,NSDHL,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
5082,8051,20,PDCL,-1.1528,0.87551,-0.72616,0.76613,-0.081741,0.53257,1.9902,0.023285,0.68838,0.24561
5083,8052,15,PAX9,4.9302,4.1071e-07,0.7726,0.21988,-0.14549,0.55784,-0.8669,0.807,7.5377,2.3925e-14
50831,8053,4,TAS2R3,0.54945,0.29135,3.277,0.00052453,0.10403,0.45857,0.25928,0.39771,0.46659,0.3204
50832,8054,6,TAS2R4,0.6181,0.26826,3.2464,0.00058437,-0.10936,0.54354,0.22554,0.41078,0.5161,0.30289
50833,8055,9,TAS2R16,1.0296,0.15161,1.4771,0.06982,2.0492,0.02022,1.0845,0.13907,-1.7432,0.95935
50834,8056,11,TAS2R1,-2.4956,0.99371,0.64179,0.26051,-1.8557,0.96825,-0.61837,0.73184,0.80945,0.20913
50835,8057,2,TAS2R9,1.395,0.081514,-0.16627,0.56603,-1.1689,0.87878,0.33245,0.36977,-1.3012,0.9034
50836,8058,1,TAS2R8,1.4187,0.077987,-0.40103,0.6558,-1.1487,0.87466,0.42056,0.33704,-1.2968,0.90265
50837,8059,4,TAS2R7,0.89289,0.18596,-0.56366,0.71351,-0.75485,0.77483,0.63084,0.26407,-1.0008,0.84154
50838,8060,2,TAS2R13,-0.056963,0.52271,-0.76356,0.77744,-0.99011,0.83894,-0.024555,0.5098,-0.19504,0.57732
50839,8061,1,TAS2R10,1.4691,0.070898,0.2948,0.38407,-1.2375,0.89205,-0.13065,0.55197,-1.3601,0.9131
50840,8062,3,TAS2R14,-0.32039,0.62566,0.19594,0.42233,-0.52835,0.70137,1.0746,0.14127,-0.055483,0.52212
50846,8063,22,DHH,-0.83809,0.79901,3.2215,0.00063768,-0.11239,0.54474,0.10049,0.45998,4.9931,2.9713e-07
50848,8064,33,F11R,0.22255,0.41194,0.96368,0.1676,0.5743,0.28288,0.73517,0.23112,0.76564,0.22195
50852,8065,51,TRAT1,-0.0035453,0.50141,0.66484,0.25308,0.37631,0.35334,0.71075,0.23862,1.4692,0.070891
50855,8066,24,PARD6A,0.18034,0.42844,0.59,0.2776,1.377,0.084262,2.4647,0.0068556,2.1176,0.017103
50856,8067,5,CLEC4A,-0.1196,0.5476,0.067365,0.47315,0.84372,0.19941,0.62267,0.26675,1.0296,0.15159
50859,8068,2,SPOCK3,0.47224,0.31838,-0.18986,0.57529,1.1701,0.12097,-0.42747,0.66548,0.68136,0.24782
50863,8069,3,NTM,-0.15314,0.56086,-0.0063476,0.50253,0.99168,0.16068,2.7968,0.0025809,3.0061,0.001323
50865,8070,2,HEBP1,1.183,0.11841,-0.74675,0.77239,0.96522,0.16722,0.54652,0.29235,2.7396,0.0030761
5087,8071,53,PBX1,0.084237,0.46643,0.68508,0.24665,-1.3089,0.90471,0.45076,0.32608,2.1248,0.0168
5089,8072,16,PBX2,1.4243,0.077173,4.1951,1.3639e-05,5.3386,4.6826e-08,-0.11092,0.54416,6.1094,5e-10
509,8073,204,ATP5F1C,1.5465,0.060988,1.4914,0.067922,-0.4356,0.66844,1.0857,0.1388,-0.9905,0.83903
5090,8074,14,PBX3,2.3481,0.009435,0.51508,0.30325,3.1553,0.0008017,0.64916,0.25812,-0.47412,0.68229
5091,8075,65,PC,3.2882,0.00050424,1.9744,0.024166,-0.90919,0.81837,1.4905,0.068052,2.6677,0.0038185
5092,8076,15,PCBD1,-1.1619,0.87737,0.28917,0.38623,0.65007,0.25782,-1.438,0.92479,-0.49026,0.68802
5093,8077,55,PCBP1,1.4396,0.074989,0.90916,0.18163,-0.31908,0.62517,-0.24922,0.5984,1.3852,0.082998
50937,8078,12,CDON,-2.7192,0.99673,0.70672,0.23987,1.5917,0.055725,-0.27805,0.60951,0.5775,0.2818
50939,8079,26,IMPG2,0.16505,0.43445,0.038784,0.48453,1.0566,0.14534,-0.14656,0.55826,2.8385,0.0022664
5094,8080,43,PCBP2,1.6351,0.051012,-1.2872,0.90098,0.23527,0.407,1.2668,0.10262,2.2192,0.013236
50940,8081,37,PDE11A,2.0175,0.021823,-0.33328,0.63054,0.52078,0.30126,-0.46472,0.67893,2.4022,0.0081493
50943,8082,114,FOXP3,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
50944,8083,32,SHANK1,0.075874,0.46976,-0.11604,0.54619,1.1224,0.13084,-0.045543,0.51816,2.17,0.015003
50945,8084,4,TBX22,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
5095,8085,40,PCCA,0.12311,0.45101,0.59041,0.27746,1.3676,0.085719,-1.2676,0.89754,0.36145,0.35888
5096,8086,50,PCCB,0.44044,0.32981,1.0101,0.15622,1.6889,0.045618,1.2461,0.10637,3.7838,7.7238e-05
50964,8087,32,SOST,-0.58739,0.72153,1.6093,0.053776,0.43153,0.33304,0.80068,0.21166,0.16295,0.43528
5099,8088,6,PCDH7,0.75115,0.22628,0.023361,0.49068,0.27884,0.39018,1.017,0.15459,-0.44799,0.67292
50999,8089,4,TMED5,-0.64015,0.73896,1.214,0.11237,0.21496,0.4149,-1.0314,0.84881,0.42054,0.33704
51,8090,89,ACOX1,-0.083276,0.53318,1.2661,0.10273,-0.86718,0.80708,0.23638,0.40657,0.12356,0.45083
5100,8091,1,PCDH8,-1.806,0.96454,1.1206,0.13123,0.7589,0.22396,0.15009,0.44035,-0.7753,0.78092
51000,8092,4,SLC35B3,-0.043861,0.51749,-0.21568,0.58538,1.5611,0.059256,-0.51509,0.69675,2.2226,0.013121
51001,8093,20,MTERF3,-0.16204,0.56436,0.058579,0.47664,0.88688,0.18757,-1.2268,0.89004,0.68199,0.24762
51002,8094,7,TPRKB,-1.1897,0.88292,0.4877,0.31288,0.1903,0.42454,0.26763,0.39449,1.2824,0.099847
51003,8095,100,MED31,2.8576,0.0021344,0.60011,0.27422,-0.066053,0.52633,-0.78663,0.78425,3.2848,0.00051035
51004,8096,17,COQ6,1.2264,0.11002,1.5606,0.059312,0.27001,0.39358,1.5927,0.055608,-0.11543,0.54595
51005,8097,17,AMDHD2,-0.94923,0.82875,-0.48573,0.68642,-0.39353,0.65304,0.2456,0.403,0.24119,0.4047
51006,8098,3,SLC35C2,0.74107,0.22933,-0.21332,0.58446,-3.0962,0.99902,1.6579,0.048673,-1.4718,0.92947
51008,8099,17,ASCC1,-1.6078,0.94606,-0.56736,0.71477,-0.97548,0.83534,-0.21871,0.58656,0.81313,0.20807
51009,8100,34,DERL2,0.22071,0.41266,0.57582,0.28237,0.79962,0.21197,-0.085701,0.53415,1.563,0.059024
51010,8101,67,EXOSC3,1.0088,0.15653,-0.048442,0.51932,-1.4467,0.92601,0.58638,0.27881,2.0582,0.019786
51011,8102,4,FAHD2A,1.212,0.11276,-0.033526,0.51337,-0.13754,0.5547,1.268,0.10239,0.23055,0.40883
51012,8103,1,PRELID3B,-0.16576,0.56583,-0.0081389,0.50325,-0.096403,0.5384,-0.27424,0.60805,0.29092,0.38556
51013,8104,74,EXOSC1,0.74232,0.22895,0.69334,0.24405,0.095825,0.46183,-0.64839,0.74163,0.618,0.26829
51014,8105,29,TMED7,1.4672,0.07116,0.72882,0.23305,0.19462,0.42285,-0.15834,0.56291,0.092215,0.46326
51015,8106,3,ISOC1,-0.16748,0.5665,0.13656,0.44569,0.96388,0.16755,0.93882,0.17391,1.1887,0.11728
51016,8107,9,EMC9,-0.7335,0.76837,0.98854,0.16145,0.022281,0.49111,-1.0474,0.85255,-0.16498,0.56552
51018,8108,71,RRP15,-0.021738,0.50867,1.5767,0.057431,-0.25499,0.60064,-0.30398,0.61943,0.98013,0.16351
51019,8109,14,WASHC3,3.9739,3.5357e-05,0.57479,0.28272,0.59145,0.27711,2.03,0.021178,5.7498,4.4683e-09
51020,8110,5,HDDC2,1.5098,0.065547,0.22674,0.41031,1.9903,0.02328,-0.28153,0.61085,-0.38454,0.64971
51021,8111,233,MRPS16,0.21635,0.41436,1.719,0.04281,-0.71667,0.76321,0.14749,0.44137,0.36011,0.35938
51022,8112,12,GLRX2,1.4749,0.070122,1.1801,0.11898,-0.32957,0.62914,-1.6374,0.94923,-1.7958,0.96374
51023,8113,106,MRPS18C,2.9485,0.0015968,-0.38757,0.65083,3.0639,0.0010924,0.11229,0.4553,0.91406,0.18034
51024,8114,41,FIS1,-2.1001,0.98214,0.16319,0.43518,1.1315,0.12893,0.66395,0.25336,0.25223,0.40043
51025,8115,20,PAM16,-0.24702,0.59756,1.6054,0.054207,0.84016,0.20041,-0.13654,0.5543,3.3106,0.00046547
51026,8116,6,GOLT1B,-0.065748,0.52621,0.94643,0.17197,-0.54683,0.70775,0.75395,0.22544,-0.83787,0.79895
51027,8117,16,BOLA1,1.6385,0.050662,3.4797,0.00025095,-0.50779,0.6942,-1.4138,0.92129,2.2722,0.011536
51028,8118,39,VPS36,0.35865,0.35993,0.87419,0.19101,1.5977,0.05505,0.015694,0.49374,1.164,0.12222
51029,8119,1,DESI2,-1.1225,0.86918,1.1996,0.11514,-1.6165,0.94701,0.45287,0.32532,-0.93289,0.82456
51031,8120,2,GLOD4,1.1247,0.13036,0.57542,0.2825,0.36853,0.35624,0.62252,0.2668,5.0652,2.0402e-07
51032,8121,5,CELA2B,0.75023,0.22656,2.049,0.020232,0.53046,0.29789,-1.8879,0.97048,0.38105,0.35158
51035,8122,31,UBXN1,-0.75582,0.77512,-0.49416,0.6894,-0.68522,0.7534,0.050521,0.47985,-0.016277,0.50649
5104,8123,19,SERPINA5,1.5743,0.057714,-1.4622,0.92816,0.15768,0.43735,-0.32559,0.62763,2.2743,0.011475
51042,8124,78,ZNF593,-0.66187,0.74597,2.0326,0.021048,1.7362,0.041263,2.0319,0.021081,-1.0471,0.85246
51043,8125,3,ZBTB7B,0.76702,0.22154,-0.2784,0.60965,0.069919,0.47213,1.5766,0.057446,7.7016,6.7168e-15
51046,8126,1,ST8SIA3,1.1615,0.12272,-0.37361,0.64565,0.42977,0.33368,-1.2281,0.8903,0.015311,0.49389
5105,8127,46,PCK1,-0.21799,0.58628,-0.73587,0.76909,1.4171,0.078234,0.93571,0.17471,-1.5617,0.94082
51050,8128,1,PI15,1.1746,0.12008,1.3495,0.088582,1.4073,0.07967,-0.18251,0.57241,1.7414,0.040809
51052,8129,6,PRLH,-0.64951,0.742,-1.079,0.8597,-0.3783,0.6474,1.0543,0.14586,2.3436,0.0095504
51053,8130,29,GMNN,1.4987,0.066975,-0.41075,0.65937,2.0376,0.020797,-0.3784,0.64743,0.11045,0.45603
51056,8131,35,LAP3,0.93307,0.17539,1.6622,0.048233,0.50378,0.30721,-0.68414,0.75306,0.21415,0.41522
